nfe_id,dh_emissao,modelo,serie,numero,emitente_id,destinatario_id,uf_origem,uf_destino,status,frete,desconto,outros,total_produtos,v_icms,v_pis,v_cofins,v_ipi,total_nfe
4859,2025-10-30,55,5,20201,15,1280,MG,RJ,AUTORIZADA,93.53,1.27,45.81,12320.93,2464.1800000000003,203.3,936.4000000000001,598.59,13057.59
4860,2025-05-26,55,1,46439,4,4120,DF,RJ,AUTORIZADA,61.96,27.0,6.28,6841.0599999999995,1368.21,112.88,519.92,35.17,6917.47
4861,2025-05-24,55,2,35533,5,3069,PE,RJ,AUTORIZADA,47.96,88.28,15.24,36345.05,7269.0,599.7,2762.24,0.0,36319.97
4862,2025-02-28,55,1,36403,13,3285,PE,BA,AUTORIZADA,59.74,45.41,6.96,17801.61,3204.3,293.74,1352.91,95.49,17918.39
4863,2025-06-28,55,2,42326,12,1810,CE,BA,AUTORIZADA,99.82,38.75,20.44,20611.11,3710.0099999999998,340.1,1566.45,172.05,20864.67
4864,2025-06-03,65,5,58213,9,863,BA,SC,AUTORIZADA,0.0,51.98,27.6,16938.079999999998,2879.48,279.48,1287.3,305.57,17219.27
4865,2025-07-09,65,2,25977,9,1930,BA,PE,AUTORIZADA,0.0,113.07,30.51,8952.68,1611.48,147.71,680.4,21.16,8891.28
4866,2025-01-31,55,2,95257,25,3097,CE,SP,AUTORIZADA,130.77,119.32,19.84,14942.58,2689.66,246.55,1135.63,0.0,14973.87
4867,2025-06-21,65,2,42404,1,1587,MG,BA,AUTORIZADA,0.0,91.91,23.74,30664.64,5519.64,505.97,2330.51,15.04,30611.51
4868,2025-10-20,55,1,54500,20,3360,MG,DF,AUTORIZADA,94.26,58.52,29.35,15749.83,2834.96,259.87,1196.98,59.92,15874.84
4869,2026-01-12,65,4,80215,21,3364,PE,GO,AUTORIZADA,0.0,86.02,57.44,18433.6,3133.71,304.16,1400.9499999999998,0.0,18405.02
4870,2025-01-23,65,1,83329,19,3638,GO,SP,AUTORIZADA,0.0,44.95,50.97,30581.649999999998,5504.7,504.61,2324.21,614.49,31202.16
4871,2025-09-29,55,5,90846,5,2,PE,GO,AUTORIZADA,143.48,4.3,28.82,16838.34,2862.52,277.83,1279.71,958.44,17964.78
4872,2025-09-18,55,2,78358,2,582,BA,BA,AUTORIZADA,147.5,63.29,55.83,34871.24,6276.83,575.38,2650.2200000000003,138.54,35149.82
4873,2025-10-13,55,2,17735,13,2388,PE,CE,AUTORIZADA,27.14,112.74,44.76,31647.15,5696.48,522.1700000000001,2405.19,670.37,32276.68
4874,2025-07-28,55,1,39512,12,242,CE,SC,AUTORIZADA,172.52,48.79,40.32,9535.39,1621.01,157.33,724.69,0.0,9699.44
4875,2025-01-15,55,5,33401,25,2848,CE,PR,AUTORIZADA,130.89,97.62,4.58,19590.82,3722.25,323.25,1488.9,221.6,19850.27
4876,2025-02-22,55,2,89077,10,3730,DF,SP,AUTORIZADA,127.6,71.01,50.66,31337.54,5640.76,517.0600000000001,2381.65,732.5,32177.29
4877,2025-07-31,55,2,40068,24,1771,SP,MG,AUTORIZADA,95.47,48.27,56.22,17061.49,3071.07,281.51,1296.67,95.93,17260.84
4878,2025-10-31,55,4,94429,7,4077,DF,RS,AUTORIZADA,147.2,39.36,58.73,4449.69,800.94,73.42,338.18,0.0,4616.26
4879,2025-07-09,55,5,70319,5,3637,PE,RJ,AUTORIZADA,30.14,66.0,49.35,7314.12,1462.8200000000002,120.68,555.88,146.31,7473.92
4880,2025-08-20,55,4,66083,23,533,MG,MG,AUTORIZADA,10.68,66.57,38.75,1571.05,282.79,25.92,119.4,0.0,1553.91
4881,2025-07-04,55,1,44535,21,471,PE,RS,AUTORIZADA,9.64,36.57,9.47,15296.9,2753.45,252.39,1162.56,263.1,15542.54
4882,2025-12-08,65,4,36292,14,2912,PE,GO,AUTORIZADA,0.0,2.78,33.88,16431.95,2793.43,271.13,1248.8400000000001,359.26,16822.31
4883,2025-10-13,65,1,39297,22,2887,PE,DF,AUTORIZADA,0.0,25.93,2.84,11258.61,2026.55,185.76999999999998,855.65,400.88,11636.4
4884,2026-01-06,65,4,70123,18,291,SC,MG,AUTORIZADA,0.0,33.27,45.64,30062.28,5411.21,496.03000000000003,2284.74,1356.3,31430.95
4885,2025-02-19,55,3,58532,19,1230,GO,GO,AUTORIZADA,148.88,7.09,42.51,25658.32,4361.91,423.36,1950.03,527.0699999999999,26369.69
4886,2025-04-13,55,3,14340,9,3489,BA,GO,AUTORIZADA,107.37,87.24,50.51,4566.4,776.29,75.35,347.05,91.33,4728.37
4887,2025-07-13,55,3,10528,10,2485,DF,DF,AUTORIZADA,48.99,67.94,41.34,14053.71,2529.67,231.88,1068.08,196.7,14272.8
4888,2025-02-23,55,1,30163,24,867,SP,CE,AUTORIZADA,2.47,43.77,4.36,29872.8,5377.110000000001,492.90000000000003,2270.33,275.31,30111.17
4889,2025-03-23,65,2,48476,2,387,BA,MG,AUTORIZADA,0.0,0.09,57.55,3310.44,595.88,54.62,251.59,165.52,3533.42
4890,2026-01-14,55,4,82700,17,1397,RJ,CE,AUTORIZADA,175.47,118.36,38.01,34116.11,6140.91,562.92,2592.82,874.8599999999999,35086.09
4891,2025-01-29,55,4,81375,4,632,DF,RJ,AUTORIZADA,80.61,7.41,16.49,27392.29,5478.47,451.97,2081.81,0.0,27481.98
4892,2025-11-07,55,4,83283,16,2536,PR,SP,AUTORIZADA,124.74,15.94,17.24,22672.24,4081.0,374.09,1723.08,287.18,23085.46
4893,2025-02-23,55,5,74390,11,1485,SP,RS,AUTORIZADA,171.51,94.79,58.32,27808.059999999998,5005.45,458.83000000000004,2113.42,239.24,28182.34
4894,2025-03-15,55,5,62613,24,2814,SP,SC,AUTORIZADA,143.78,59.89,21.87,12153.96,2066.19,200.55,923.71,0.0,12259.72
4895,2025-02-28,55,5,71343,8,2955,SC,DF,AUTORIZADA,138.82,109.94,17.03,23365.11,4205.72,385.53,1775.75,317.89,23728.91
4896,2025-08-05,55,2,63305,8,1910,SC,RJ,AUTORIZADA,141.16,77.01,47.4,2843.61,568.72,46.92,216.11,142.18,3097.34
4897,2025-06-29,65,1,47600,19,3667,GO,SP,AUTORIZADA,0.0,114.2,3.49,16938.39,3048.91,279.49,1287.31,640.53,17468.21
4898,2026-01-15,65,5,84875,12,3536,CE,RJ,AUTORIZADA,0.0,60.26,19.65,9517.119999999999,1903.43,157.03,723.3,0.0,9476.51
4899,2025-09-25,55,5,43621,14,2019,PE,SC,AUTORIZADA,145.07,48.89,27.14,19493.85,3313.96,321.64,1481.53,56.45,19673.62
4900,2025-12-15,55,2,35703,19,3161,GO,RS,AUTORIZADA,167.97,45.62,11.21,2145.58,386.2,35.4,163.06,0.0,2279.14
4901,2026-01-05,55,4,58374,13,2109,PE,SP,AUTORIZADA,139.08,113.26,10.08,4996.54,899.3799999999999,82.45,379.73,70.75999999999999,5103.2
4902,2025-11-04,55,5,78770,24,805,SP,CE,AUTORIZADA,50.1,42.66,12.2,24059.25,4330.66,396.98,1828.49,47.11,24126.0
4903,2025-03-19,55,3,70559,6,2875,RJ,RJ,AUTORIZADA,19.55,56.95,54.02,29899.809999999998,5979.96,493.35,2272.39,587.84,30504.27
4904,2025-08-14,55,2,85809,19,4177,GO,PR,AUTORIZADA,116.96,25.28,55.35,3469.0699999999997,659.12,57.239999999999995,263.65,28.39,3644.49
4905,2025-06-26,55,1,53968,8,434,SC,SP,AUTORIZADA,179.88,91.2,44.33,18923.61,3406.24,312.24,1438.1799999999998,862.73,19919.35
4906,2025-11-25,55,5,62710,24,3887,SP,PR,AUTORIZADA,137.69,118.06,19.8,17349.44,3296.39,286.26,1318.55,0.0,17388.87
4907,2025-11-06,55,2,37932,14,2804,PE,BA,AUTORIZADA,61.63,41.47,9.96,18377.76,3308.0,303.23999999999995,1396.7,24.38,18432.26
4908,2025-04-25,65,3,87430,5,2589,PE,BA,AUTORIZADA,0.0,27.05,17.57,24626.03,4432.68,406.32,1871.58,265.64,24882.19
4909,2025-07-16,55,1,87685,10,4020,DF,PE,AUTORIZADA,118.36,95.4,1.71,17655.32,3177.95,291.32,1341.81,0.0,17679.99
4910,2025-09-01,55,1,12415,25,4175,CE,BA,AUTORIZADA,149.77,71.25,56.84,6322.92,1138.13,104.33,480.54,0.0,6458.28
4911,2025-07-12,55,3,15226,22,1413,PE,DF,AUTORIZADA,125.39,97.8,48.35,31242.58,5623.67,515.5,2374.44,212.61,31531.13
4912,2025-01-16,65,1,65276,22,2914,PE,SC,AUTORIZADA,0.0,33.04,51.19,35722.66,6072.85,589.4200000000001,2714.93,1029.99,36770.8
4913,2025-05-24,55,2,39237,23,1071,MG,MG,AUTORIZADA,57.9,108.03,54.76,7558.63,1360.55,124.71000000000001,574.45,408.27,7971.53
4914,2025-01-19,55,1,11219,9,2928,BA,MG,AUTORIZADA,138.13,55.21,20.4,9640.76,1735.33,159.07,732.7,192.78,9936.86
4915,2025-12-17,55,4,36803,8,3847,SC,SP,AUTORIZADA,158.53,84.79,41.26,44865.66,8075.8099999999995,740.29,3409.79,0.0,44980.66
4916,2025-02-24,55,2,18391,3,614,MG,DF,AUTORIZADA,13.43,38.95,11.07,17760.239999999998,3196.85,293.04,1349.78,95.44,17841.23
4917,2025-09-26,55,1,62876,5,3261,PE,MG,AUTORIZADA,86.59,2.18,8.48,25530.97,4595.570000000001,421.27,1940.35,0.0,25623.86
4918,2026-01-04,55,2,23312,17,2416,RJ,CE,AUTORIZADA,11.27,67.04,21.9,23416.29,4214.9400000000005,386.37,1779.6399999999999,516.24,23898.66
4919,2025-09-27,65,2,24320,1,3734,MG,SC,AUTORIZADA,0.0,60.08,56.62,12638.27,2148.5099999999998,208.53,960.51,235.28,12870.09
4920,2025-11-06,55,2,56661,16,3414,PR,MG,AUTORIZADA,140.2,107.91,27.55,30916.23,5564.93,510.11,2349.63,952.3800000000001,31928.45
4921,2025-03-21,55,5,99057,3,3170,MG,SC,AUTORIZADA,3.38,50.25,19.01,27184.15,4621.3099999999995,448.53999999999996,2066.0,342.37,27498.66
4922,2025-03-13,55,1,50460,5,3861,PE,DF,AUTORIZADA,174.5,33.68,29.03,19539.96,3517.2,322.41,1485.04,166.73,19876.54
4923,2025-01-12,55,3,95011,11,3977,SP,RJ,AUTORIZADA,142.79,87.03,14.17,40249.19,8049.83,664.12,3058.94,404.87,40723.99
4924,2025-12-02,55,5,70683,12,3931,CE,RJ,AUTORIZADA,11.2,39.02,46.68,24346.46,4869.29,401.71,1850.33,400.94,24766.26
4925,2025-02-22,55,1,67564,16,4138,PR,DF,AUTORIZADA,71.08,72.92,21.63,21834.8,3930.26,360.28,1659.4499999999998,366.34,22220.93
4926,2025-03-09,55,4,49635,1,2711,MG,CE,AUTORIZADA,157.06,52.04,23.86,3077.48,553.95,50.78,233.89,61.55,3267.91
4927,2025-01-01,55,4,21619,18,813,SC,PE,AUTORIZADA,59.24,114.92,48.31,15570.48,2802.68,256.90999999999997,1183.35,205.45,15768.56
4928,2025-11-29,55,4,29540,12,207,CE,GO,AUTORIZADA,137.25,53.59,32.4,4805.85,817.0,79.30000000000001,365.25,26.66,4948.57
4929,2025-03-09,55,3,78399,21,4143,PE,CE,AUTORIZADA,13.37,12.62,13.53,1774.04,319.33,29.27,134.83,0.0,1788.32
4930,2025-05-15,55,5,28038,11,4121,SP,MG,AUTORIZADA,139.76,5.7,5.43,20335.5,3660.39,335.53,1545.5,101.32,20576.31
4931,2025-08-09,65,1,22002,15,1024,MG,PE,CANCELADA,0.0,109.92,52.3,0.0,0.0,0.0,0.0,0.0,-57.62
4932,2025-05-06,65,1,51419,11,900,SP,RS,AUTORIZADA,0.0,82.46,21.23,37378.27,6728.09,616.74,2840.75,420.81,37737.85
4933,2026-01-11,55,4,62610,15,2611,MG,DF,AUTORIZADA,5.16,14.81,33.33,2927.85,527.01,48.31,222.52,292.79,3244.32
4934,2025-07-14,55,1,69479,22,3904,PE,GO,AUTORIZADA,1.47,99.92,1.11,12807.33,2177.24,211.32,973.3499999999999,794.02,13504.01
4935,2025-05-27,55,4,90087,19,3325,GO,GO,DENEGADA,125.77,79.79,14.42,0.0,0.0,0.0,0.0,0.0,60.4
4936,2025-05-29,55,4,12945,1,2817,MG,PR,AUTORIZADA,70.93,77.45,40.85,33457.29,6356.87,552.04,2542.76,877.21,34368.83
4937,2025-01-17,65,3,13683,14,922,PE,SP,DENEGADA,0.0,60.54,9.36,0.0,0.0,0.0,0.0,0.0,-51.18
4938,2025-08-08,55,3,50525,5,2185,PE,PE,AUTORIZADA,132.7,0.86,0.09,4828.2,869.08,79.67,366.94,241.41,5201.54
4939,2025-02-16,55,5,29488,3,1872,MG,DF,AUTORIZADA,141.38,5.93,21.25,35401.53,6372.27,584.13,2690.51,443.88,36002.11
4940,2025-03-19,55,3,11618,20,960,MG,MG,AUTORIZADA,174.41,119.63,29.64,20482.42,3686.83,337.96000000000004,1556.6599999999999,89.77,20656.61
4941,2025-07-02,55,2,24739,10,2357,DF,SC,AUTORIZADA,105.72,22.64,45.54,28019.25,4763.28,462.31,2129.4500000000003,150.41,28298.28
4942,2026-01-11,55,1,60541,7,1408,DF,RS,AUTORIZADA,98.71,13.38,35.96,15732.62,2831.88,259.59000000000003,1195.68,181.87,16035.78
4943,2025-11-26,55,2,32309,24,2026,SP,GO,AUTORIZADA,170.7,112.13,25.03,4282.53,728.03,70.67,325.46999999999997,54.08,4420.21
4944,2025-02-08,55,4,48342,21,3788,PE,RJ,AUTORIZADA,127.25,51.58,53.78,16892.14,3378.4300000000003,278.71999999999997,1283.81,145.46,17167.05
4945,2025-04-22,55,5,55025,7,205,DF,SP,AUTORIZADA,0.61,38.82,40.9,19843.96,3571.91,327.41999999999996,1508.1399999999999,396.88,20243.53
4946,2025-09-09,65,4,76354,4,3842,DF,RS,AUTORIZADA,0.0,114.81,40.69,47693.05,8584.75,786.9200000000001,3624.6699999999996,58.52,47677.45
4947,2025-01-12,55,5,59735,3,2131,MG,PR,AUTORIZADA,152.97,104.38,33.61,1768.37,335.99,29.18,134.4,88.42,1938.99
4948,2025-07-06,55,1,10592,21,963,PE,RS,AUTORIZADA,76.01,82.14,34.02,15693.12,2824.77,258.94,1192.68,362.65,16083.66
4949,2025-11-16,55,1,75360,14,1558,PE,MG,AUTORIZADA,159.33,61.35,14.24,37556.18,6760.11,619.6800000000001,2854.2699999999995,258.3,37926.7
4950,2025-03-08,55,5,70698,22,3223,PE,GO,AUTORIZADA,47.5,21.63,53.12,23714.59,4031.49,391.28999999999996,1802.31,29.57,23823.15
4951,2025-01-19,55,1,83714,2,2363,BA,MG,AUTORIZADA,100.56,17.13,54.99,15510.56,2791.8999999999996,255.93,1178.8,0.0,15648.98
4952,2025-09-24,55,3,46301,4,2713,DF,SP,AUTORIZADA,139.84,2.52,33.76,3708.92,667.61,61.2,281.88,0.0,3880.0
4953,2025-10-02,55,4,71259,4,3476,DF,CE,AUTORIZADA,172.85,67.74,39.06,24442.91,4399.72,403.32000000000005,1857.66,1392.69,25979.77
4954,2025-03-24,55,5,66297,23,2143,MG,RS,AUTORIZADA,65.69,92.33,48.44,31698.02,5705.65,523.01,2409.04,694.38,32414.2
4955,2025-11-05,55,2,84822,12,2268,CE,DF,AUTORIZADA,150.44,13.52,37.63,5104.05,918.73,84.21000000000001,387.9,0.0,5278.6
4956,2025-11-18,55,3,56168,8,3975,SC,DF,AUTORIZADA,67.5,82.64,1.75,11808.99,2125.62,194.84,897.49,0.0,11795.6
4957,2025-01-03,55,1,73367,25,2144,CE,PE,AUTORIZADA,151.12,78.24,27.99,34327.99,6179.030000000001,566.41,2608.92,88.84,34517.7
4958,2025-10-20,65,3,69148,8,617,SC,RS,AUTORIZADA,0.0,10.94,31.0,2804.3,504.77,46.27,213.13,0.0,2824.36
4959,2025-10-08,55,1,55577,20,4053,MG,BA,AUTORIZADA,64.5,24.77,39.49,17242.690000000002,3103.68,284.5,1310.45,0.0,17321.91
4960,2025-08-18,55,4,71093,12,3354,CE,PR,AUTORIZADA,78.75,69.94,34.36,11488.33,2182.7799999999997,189.56,873.12,0.0,11531.5
4961,2025-12-06,55,5,18061,19,3653,GO,BA,AUTORIZADA,107.53,62.15,22.05,10368.86,1866.4,171.08,788.03,0.0,10436.29
4962,2025-07-05,55,3,32895,22,115,PE,PE,AUTORIZADA,63.38,110.64,27.13,19316.97,3477.05,318.73,1468.08,87.39,19384.23
4963,2025-07-20,55,4,60833,11,2534,SP,SP,AUTORIZADA,149.87,14.43,20.65,8741.75,1573.51,144.24,664.37,145.78,9043.62
4964,2025-11-01,55,2,47638,4,2008,DF,PR,AUTORIZADA,43.44,41.92,57.98,48172.119999999995,9152.710000000001,794.8499999999999,3661.0800000000004,100.46000000000001,48332.08
4965,2025-09-18,65,2,95092,23,749,MG,RS,AUTORIZADA,0.0,40.33,36.48,3098.8,557.78,51.13,235.51,0.0,3094.95
4966,2025-09-29,55,3,93318,12,124,CE,DF,AUTORIZADA,97.35,99.47,7.16,13275.02,2389.5,219.04000000000002,1008.8999999999999,115.35,13395.41
4967,2025-02-25,55,3,43405,14,2606,PE,DF,AUTORIZADA,173.75,72.64,2.53,20882.85,3758.91,344.57000000000005,1587.1,308.72,21295.21
4968,2025-04-09,55,2,16788,10,2879,DF,PE,CANCELADA,28.96,21.59,22.51,0.0,0.0,0.0,0.0,0.0,29.88
4969,2025-02-23,55,5,85990,15,3325,MG,GO,AUTORIZADA,84.33,64.93,48.81,25770.56,4380.99,425.21,1958.56,1051.34,26890.11
4970,2025-01-02,55,2,99848,11,4048,SP,MG,AUTORIZADA,3.66,73.58,16.07,3084.76,555.25,50.900000000000006,234.44,0.0,3030.91
4971,2025-09-25,65,3,64437,10,2656,DF,SC,AUTORIZADA,0.0,9.18,39.46,6323.1,1074.93,104.33,480.56,0.0,6353.38
4972,2025-05-25,55,1,55646,22,3220,PE,PR,AUTORIZADA,51.7,22.58,20.54,28868.21,5484.96,476.32000000000005,2193.9700000000003,926.56,29844.43
4973,2025-01-03,65,2,27452,11,85,SP,GO,CANCELADA,0.0,51.97,32.17,0.0,0.0,0.0,0.0,0.0,-19.8
4974,2025-07-31,55,2,25769,9,1789,BA,BA,AUTORIZADA,34.59,60.98,45.31,23000.11,4140.02,379.51,1748.01,118.75,23137.78
4975,2025-10-15,55,5,47394,12,4192,CE,GO,AUTORIZADA,169.42,63.25,49.56,5976.21,1015.96,98.61000000000001,454.19,23.77,6155.71
4976,2025-04-05,55,5,78870,25,3578,CE,RJ,AUTORIZADA,52.82,113.16,39.2,8567.79,1713.56,141.37,651.1600000000001,0.0,8546.65
4977,2025-08-30,55,3,21980,21,2057,PE,GO,AUTORIZADA,35.1,44.19,18.49,11160.74,1897.3199999999997,184.15,848.21,0.0,11170.14
4978,2025-12-22,65,3,62786,24,2481,SP,PR,AUTORIZADA,0.0,105.39,8.96,12431.75,2362.04,205.13,944.8100000000001,46.47,12381.79
4979,2025-07-05,55,2,45259,24,3411,SP,DF,AUTORIZADA,136.81,33.55,8.53,15788.87,2841.99,260.51,1199.96,413.22,16313.88
4980,2025-03-02,55,5,71486,9,55,BA,MG,AUTORIZADA,168.73,95.09,7.42,8381.18,1508.6100000000001,138.3,636.97,0.0,8462.24
4981,2025-05-26,55,2,51800,3,875,MG,RS,AUTORIZADA,67.19,93.06,28.2,22041.449999999997,3967.46,363.68999999999994,1675.16,18.29,22062.07
4982,2025-08-28,65,1,55975,17,2840,RJ,DF,AUTORIZADA,0.0,3.73,45.65,12922.529999999999,2326.05,213.22,982.1099999999999,65.31,13029.76
4983,2025-12-26,65,3,97125,13,2601,PE,SP,AUTORIZADA,0.0,67.23,49.94,19822.3,3568.02,327.07,1506.5,362.37,20167.38
4984,2025-11-11,55,2,48968,25,1028,CE,RJ,AUTORIZADA,84.51,7.64,2.15,9929.71,1985.94,163.83,754.6500000000001,36.79,10045.52
4985,2025-09-09,55,2,90045,18,224,SC,PR,AUTORIZADA,146.97,68.12,45.35,30178.41,5733.91,497.94,2293.56,195.8,30498.41
4986,2025-07-09,55,2,54554,24,101,SP,BA,AUTORIZADA,136.38,33.34,45.2,7584.68,1365.24,125.15,576.44,0.0,7732.92
4987,2025-10-12,55,2,59214,9,3539,BA,SC,AUTORIZADA,126.4,77.56,6.11,19268.69,3275.67,317.94,1464.4099999999999,212.0,19535.64
4988,2025-06-10,55,1,60945,1,3243,MG,CE,CANCELADA,14.12,9.48,56.7,0.0,0.0,0.0,0.0,0.0,61.34
4989,2025-07-27,55,1,16779,9,3498,BA,GO,AUTORIZADA,25.43,64.49,0.07,6123.81,1041.05,101.04,465.41,0.0,6084.82
4990,2025-06-11,55,1,17017,7,1200,DF,SC,AUTORIZADA,148.88,6.1,31.84,27391.260000000002,4656.53,451.96,2081.73,860.38,28426.26
4991,2025-01-16,65,2,71896,7,3326,DF,SP,AUTORIZADA,0.0,85.83,7.72,12730.8,2291.55,210.06,967.54,237.34,12890.03
4992,2025-10-23,55,5,88918,5,2780,PE,RJ,AUTORIZADA,131.69,54.54,17.77,18237.7,3647.54,300.93,1386.0700000000002,120.17,18452.79
4993,2025-07-04,55,5,32883,15,2098,MG,BA,AUTORIZADA,15.28,77.67,6.14,1949.72,350.95,32.17,148.18,97.49,1990.96
4994,2025-02-08,55,5,20925,6,3462,RJ,PE,AUTORIZADA,77.52,17.29,2.91,1527.81,275.01,25.21,116.11,0.0,1590.95
4995,2025-11-26,65,2,99792,21,33,PE,SP,AUTORIZADA,0.0,110.64,30.09,18414.43,3314.59,303.85,1399.49,199.60999999999999,18533.49
4996,2025-07-16,55,4,99077,24,1900,SP,PR,CANCELADA,2.59,29.64,57.13,0.0,0.0,0.0,0.0,0.0,30.08
4997,2025-10-25,65,5,16856,8,3172,SC,SP,CANCELADA,0.0,4.92,0.83,0.0,0.0,0.0,0.0,0.0,-4.09
4998,2025-04-13,55,3,54863,25,2062,CE,SC,DENEGADA,112.19,43.6,26.91,0.0,0.0,0.0,0.0,0.0,95.5
4999,2025-04-27,55,4,94918,18,704,SC,CE,DENEGADA,119.85,14.06,22.96,2382.42,428.84,39.31,181.06,0.0,2511.17
5000,2025-12-16,55,5,30058,16,3079,PR,SC,AUTORIZADA,99.23,17.58,22.94,48809.53,8297.63,805.37,3709.5299999999997,262.21,49176.33
5001,2025-12-17,55,5,47109,20,2233,MG,BA,AUTORIZADA,60.61,98.35,27.72,19173.73,3451.27,316.36,1457.2,42.92,19206.63
5002,2025-09-12,55,2,95649,22,637,PE,BA,AUTORIZADA,26.98,31.42,16.59,21184.489999999998,3813.21,349.53999999999996,1610.03,859.34,22055.98
5003,2025-08-19,55,1,99574,14,1795,PE,PE,AUTORIZADA,1.77,40.24,25.76,2262.9,407.32,37.34,171.98,0.0,2250.19
5004,2025-07-09,55,1,87268,10,4131,DF,PE,AUTORIZADA,20.45,20.93,13.59,26634.94,4794.280000000001,439.47,2024.26,245.63,26893.68
5005,2025-09-09,55,2,90377,8,487,SC,DF,AUTORIZADA,119.18,110.65,55.62,2809.6400000000003,505.74,46.349999999999994,213.53,0.0,2873.79
5006,2025-01-03,55,1,31276,6,3773,RJ,MG,AUTORIZADA,118.82,22.54,53.7,3289.5,592.11,54.28,250.0,164.48,3603.96
5007,2025-02-19,55,2,33946,22,1588,PE,GO,AUTORIZADA,174.22,114.7,28.08,10403.92,1768.66,171.67,790.7,436.39,10927.91
5008,2025-12-27,55,5,38618,17,1672,RJ,MG,AUTORIZADA,166.07,21.73,15.48,3442.75,619.69,56.8,261.65,0.0,3602.57
5009,2025-05-16,55,3,71671,21,835,PE,CE,AUTORIZADA,162.3,50.35,2.5,7206.4,1297.15,118.91,547.69,0.0,7320.85
5010,2025-11-27,55,2,87333,18,701,SC,RS,AUTORIZADA,13.32,8.75,20.19,7339.96,1321.1999999999998,121.11,557.84,106.93,7471.65
5011,2025-06-08,55,3,94447,6,2455,RJ,MG,AUTORIZADA,50.71,92.03,41.73,2181.12,392.6,35.99,165.77,0.0,2181.53
5012,2026-01-14,65,5,10611,7,884,DF,MG,AUTORIZADA,0.0,14.7,5.16,5186.719999999999,933.61,85.58,394.19,84.43,5261.61
5013,2025-03-21,55,2,71637,24,3387,SP,RJ,AUTORIZADA,131.61,0.2,45.71,16067.31,3213.46,265.12,1221.1100000000001,196.54000000000002,16440.97
5014,2025-01-04,65,5,61592,2,3857,BA,SP,AUTORIZADA,0.0,106.43,22.58,1334.14,240.15,22.01,101.39,26.68,1276.97
5015,2025-10-19,65,2,80260,8,483,SC,DF,AUTORIZADA,0.0,118.52,34.53,10785.85,1941.45,177.97,819.72,0.0,10701.86
5016,2026-01-17,55,3,74069,20,839,MG,MG,AUTORIZADA,105.18,55.29,48.08,32834.44,5910.21,541.77,2495.41,192.29000000000002,33124.7
5017,2025-11-15,55,4,87215,9,807,BA,PE,AUTORIZADA,52.58,31.34,9.05,36382.100000000006,6548.780000000001,600.3,2765.04,0.0,36412.39
5018,2025-09-23,55,1,17761,18,875,SC,RS,CANCELADA,9.75,61.16,58.32,0.0,0.0,0.0,0.0,0.0,6.91
5019,2025-02-25,55,5,87385,14,3935,PE,RS,AUTORIZADA,93.39,59.46,53.8,34062.6,6131.27,562.04,2588.7599999999998,1951.48,36101.81
5020,2025-06-03,55,3,38272,11,249,SP,BA,AUTORIZADA,14.22,72.05,38.53,26554.77,4779.86,438.15999999999997,2018.17,442.3,26977.77
5021,2025-09-05,55,4,28889,22,2712,PE,MG,DENEGADA,108.3,55.72,23.07,0.0,0.0,0.0,0.0,0.0,75.65
5022,2025-04-24,55,5,65793,25,2618,CE,PE,CANCELADA,16.7,111.11,24.84,0.0,0.0,0.0,0.0,0.0,-69.57
5023,2025-06-28,55,3,98672,22,3659,PE,CE,AUTORIZADA,28.68,9.17,15.2,28696.64,5165.41,473.5,2180.95,671.24,29402.59
5024,2025-07-03,55,3,41152,16,852,PR,RJ,AUTORIZADA,133.59,26.83,19.92,10870.25,2174.0499999999997,179.36,826.14,64.69,11061.62
5025,2025-07-15,55,5,36770,4,3039,DF,CE,AUTORIZADA,4.48,49.5,30.49,41880.66,7538.52,691.03,3182.93,0.0,41866.13
5026,2026-01-07,55,3,56889,13,731,PE,MG,AUTORIZADA,167.33,78.8,48.39,54393.94,9790.91,897.51,4133.9400000000005,220.59,69007.36
5027,2025-03-02,55,1,98579,9,157,BA,DF,AUTORIZADA,164.07,42.47,28.09,24366.050000000003,4385.89,402.04,1851.83,635.22,25150.96
5028,2025-06-10,55,2,59219,16,3414,PR,MG,AUTORIZADA,165.43,32.23,59.92,6010.91,1081.96,99.18,456.83000000000004,174.3,6378.33
5029,2025-08-10,55,5,25717,3,1740,MG,PE,AUTORIZADA,128.42,55.68,58.85,7361.7300000000005,1325.12,121.47,559.49,126.62,7619.94
5030,2025-07-04,55,2,64027,7,494,DF,SP,AUTORIZADA,146.9,13.73,0.82,3224.1,580.34,53.2,245.03,0.0,3358.09
5031,2025-04-17,55,5,55773,12,1584,CE,GO,AUTORIZADA,82.09,50.18,45.11,16054.07,2729.19,264.89000000000004,1220.1100000000001,76.34,16207.43
5032,2025-06-14,65,2,81915,9,2775,BA,PE,AUTORIZADA,0.0,47.35,51.86,13299.0,2393.8199999999997,219.44,1010.72,480.49,13784.0
5033,2025-01-03,65,5,91770,24,694,SP,RJ,AUTORIZADA,0.0,61.01,0.48,20810.61,4162.120000000001,343.38,1581.6,607.26,21357.34
5034,2025-09-22,65,5,66351,25,1979,CE,BA,AUTORIZADA,0.0,116.77,3.95,83945.51,15110.19,1385.1,6379.85,420.84,84253.53
5035,2025-08-26,55,3,91686,19,1263,GO,RS,AUTORIZADA,155.78,76.34,58.71,16968.2,3054.2799999999997,279.98,1289.59,101.48,17207.83
