competencia,funcionario_id,salario_bruto,bonus,descontos,salario_liquido
2025-07,155,3892.02,628.82,871.11,3649.73
2025-07,420,5777.65,965.37,730.67,6012.35
2025-07,14,6283.75,364.02,263.59,6384.18
2025-07,132,4356.34,568.51,200.47,4724.38
2025-07,441,3500.87,63.29,686.73,2877.43
2025-07,516,3147.87,532.47,726.4,2953.94
2025-07,433,12806.6,714.17,2310.19,11210.58
2025-07,284,9871.14,0.0,2598.05,7273.09
2025-07,97,3628.6,0.0,931.71,2696.89
2025-07,483,4786.42,0.0,750.95,4035.47
2025-07,116,4805.0,0.0,919.07,3885.93
2025-07,150,7824.19,1140.68,1111.31,7853.56
2025-07,448,6587.51,343.77,875.75,6055.53
2025-07,188,5173.74,435.74,1181.75,4427.73
2025-07,615,4105.79,317.88,740.3,3683.37
2025-07,332,6616.65,770.38,1052.93,6334.1
2025-07,502,5394.9,661.83,1277.36,4779.37
2025-07,645,6691.4,790.05,1099.34,6382.11
2025-07,564,3931.07,498.19,766.69,3662.57
2025-07,314,3118.73,521.67,524.67,3115.73
2025-07,339,3659.05,11.65,758.47,2912.23
2025-07,146,9100.64,842.61,1979.31,7963.94
2025-07,344,3765.69,173.95,541.46,3398.18
2025-07,428,4448.5,0.0,563.27,3885.23
2025-07,308,6622.41,0.0,1193.93,5428.48
2025-07,56,8981.03,453.01,1251.06,8182.98
2025-07,124,4251.05,85.6,646.64,3690.01
2025-07,274,4160.58,0.0,98.11,4062.47
2025-07,242,4028.08,400.54,145.83,4282.79
2025-07,231,5664.05,0.0,698.36,4965.69
2025-07,238,3462.05,49.13,597.96,2913.22
2025-07,228,6393.23,0.0,1328.22,5065.01
2025-07,145,5757.15,954.58,782.43,5929.3
2025-07,419,8068.76,807.25,1459.8,7416.21
2025-07,522,3091.8,424.7,499.12,3017.38
2025-07,89,3598.55,0.0,740.83,2857.72
2025-07,35,4145.01,0.0,1090.55,3054.46
2025-07,594,7564.07,171.93,1711.05,6024.95
2025-07,5,6928.71,831.96,1821.44,5939.23
2025-07,211,4189.87,469.83,590.49,4069.21
2025-07,190,6973.83,549.24,1506.1,6016.97
2025-07,100,2699.6,58.58,670.8,2087.38
2025-07,91,3091.92,166.84,391.2,2867.56
2025-07,579,13292.02,486.18,1000.6,12777.6
2025-07,324,3892.44,91.25,297.05,3686.64
2025-07,345,5460.55,0.0,1292.25,4168.3
2025-07,379,5547.85,0.0,1084.03,4463.82
2025-07,617,4044.17,214.88,738.1,3520.95
2025-07,143,9423.25,835.23,2009.21,8249.27
2025-07,553,4806.43,513.2,770.02,4549.61
2025-07,443,2961.97,0.0,388.05,2573.92
2025-07,606,11679.36,1499.98,1743.94,11435.4
2025-07,352,4524.08,97.91,1160.84,3461.15
2025-07,482,6712.55,509.37,312.57,6909.35
2025-07,181,4564.19,435.21,880.03,4119.37
2025-07,177,5304.79,110.3,1228.42,4186.67
2025-07,587,12669.81,259.39,3264.23,9664.97
2025-07,96,2531.79,108.84,665.52,1975.11
2025-07,515,3306.53,372.94,872.24,2807.23
2025-07,303,9343.59,1213.27,2132.07,8424.79
2025-07,329,3994.85,263.88,910.89,3347.84
2025-07,33,4661.01,180.47,1197.49,3643.99
2025-07,629,3461.4,72.27,441.81,3091.86
2025-08,283,10909.29,0.0,1663.3,9245.99
2025-08,639,8083.16,303.56,1734.05,6652.67
2025-08,194,6416.27,442.92,331.5,6527.69
2025-08,246,7373.23,0.0,1484.88,5888.35
2025-08,476,3173.91,255.28,389.1,3040.09
2025-08,221,10866.04,233.09,2059.48,9039.65
2025-08,252,3641.21,0.0,659.63,2981.58
2025-08,100,2699.6,619.31,727.47,2591.44
2025-08,645,6691.4,730.8,1600.95,5821.25
2025-08,513,3076.36,94.47,689.08,2481.75
2025-08,572,3181.9,0.0,839.16,2342.74
2025-08,94,5259.51,485.98,696.92,5048.57
2025-08,494,4733.83,705.01,878.62,4560.22
2025-08,389,3556.47,65.13,601.53,3020.07
2025-08,130,3087.22,159.73,370.83,2876.12
2025-08,412,3616.77,469.25,527.24,3558.78
2025-08,339,3659.05,295.79,871.82,3083.02
2025-08,628,5558.03,551.76,770.92,5338.87
2025-08,125,11427.65,440.13,759.14,11108.64
2025-08,26,3677.01,0.0,482.15,3194.86
2025-08,222,4293.32,609.5,1000.84,3901.98
2025-08,129,4704.78,825.33,743.07,4787.04
2025-08,265,6149.04,1193.0,762.87,6579.17
2025-08,443,2961.97,117.1,464.18,2614.89
2025-08,245,6751.63,175.03,1849.45,5077.21
2025-08,531,3323.54,525.49,462.56,3386.47
2025-08,19,5620.61,822.23,1372.42,5070.42
2025-08,584,3381.95,0.0,747.67,2634.28
2025-08,170,6321.38,365.5,1035.79,5651.09
2025-08,31,9927.08,673.31,398.0,10202.39
2025-08,563,6731.51,0.0,1680.56,5050.95
2025-08,524,5291.63,106.78,1209.37,4189.04
2025-08,72,4141.7,136.83,586.4,3692.13
2025-08,281,5167.36,0.0,760.26,4407.1
2025-08,460,5845.29,452.87,864.41,5433.75
2025-08,69,7287.31,591.25,1617.6,6260.96
2025-08,399,5577.42,709.3,1185.16,5101.56
2025-08,451,4398.93,146.98,130.34,4415.57
2025-08,471,4543.76,512.32,1011.7,4044.38
2025-08,558,9060.14,0.0,2159.76,6900.38
2025-08,331,4238.85,513.37,546.26,4205.96
2025-08,613,2888.98,593.28,723.41,2758.85
2025-08,62,7257.89,1088.66,965.5,7381.05
2025-08,324,3892.44,205.08,102.35,3995.17
2025-08,11,3348.04,99.8,488.47,2959.37
2025-08,32,4075.06,405.81,1135.18,3345.69
2025-08,287,3430.97,7.74,663.03,2775.68
2025-08,546,3378.43,644.32,670.89,3351.86
2025-08,533,10784.6,1419.3,2437.06,9766.84
2025-08,629,3461.4,123.19,767.93,2816.66
2025-08,249,6054.9,532.57,1205.26,5382.21
2025-08,192,4874.13,69.81,274.48,4669.46
2025-08,581,3718.16,557.65,143.06,4132.75
2025-08,210,8347.99,152.66,1873.4,6627.25
2025-08,622,7895.28,0.0,1617.52,6277.76
2025-08,365,2902.79,375.04,592.02,2685.81
2025-08,327,9975.97,1233.71,2263.3,8946.38
2025-08,535,3220.65,263.45,486.67,2997.43
2025-08,146,9100.64,242.79,1849.99,7493.44
2025-08,297,3618.28,229.31,571.19,3276.4
2025-08,242,4028.08,155.3,267.69,3915.69
2025-08,255,4847.08,30.1,583.86,4293.32
2025-08,492,4419.9,307.31,629.65,4097.56
2025-08,141,3500.83,430.75,872.32,3059.26
2025-08,465,14546.43,961.78,2293.79,13214.42
2025-08,618,5204.83,407.71,1027.41,4585.13
2025-08,588,4691.65,258.08,241.06,4708.67
2025-08,233,7253.5,339.74,1056.89,6536.35
2025-08,437,3130.6,353.35,800.74,2683.21
2025-08,274,4160.58,136.19,277.21,4019.56
2025-08,293,2822.5,179.62,376.86,2625.26
2025-08,326,5804.6,0.0,126.26,5678.34
2025-08,374,10196.75,0.0,2651.44,7545.31
2025-08,105,4211.37,0.0,595.12,3616.25
2025-08,453,14247.45,2783.24,1885.56,15145.13
2025-08,398,8111.27,1540.78,1516.6,8135.45
2025-08,241,5019.06,264.14,1167.55,4115.65
2025-08,334,3566.51,834.0,954.49,3446.02
2025-08,501,6515.32,303.06,1781.69,5036.69
2025-08,463,3220.42,640.65,746.22,3114.85
2025-08,140,5968.01,0.0,1371.47,4596.54
2025-08,606,11679.36,517.58,2355.36,9841.58
2025-08,286,5049.05,757.29,763.41,5042.93
2025-08,455,10091.2,554.86,1443.25,9202.81
2025-08,430,8128.16,993.28,1615.04,7506.4
2025-08,263,3765.6,223.11,795.15,3193.56
2025-08,181,4564.19,257.34,692.28,4129.25
2025-08,323,4644.73,522.5,1116.81,4050.42
2025-08,204,2981.22,0.0,448.41,2532.81
2025-08,633,7676.09,923.3,200.72,8398.67
2025-08,440,6080.95,469.72,939.06,5611.61
2025-08,479,8745.52,0.0,1694.74,7050.78
2025-08,571,7137.18,352.57,1621.98,5867.77
2025-08,182,5558.69,342.94,1211.95,4689.68
2025-08,407,4402.42,223.58,873.84,3752.16
2025-08,223,10158.43,1521.67,2225.07,9455.03
2025-08,589,4645.54,621.03,1124.26,4142.31
2025-08,185,10211.46,2192.77,2811.55,9592.68
2025-08,87,2790.89,0.0,382.38,2408.51
2025-08,44,3364.78,87.22,940.65,2511.35
2025-08,459,5907.36,160.99,1323.03,4745.32
2025-08,236,6898.63,0.0,992.14,5906.49
2025-08,15,4421.18,622.66,1055.14,3988.7
2025-08,570,4429.54,399.98,1174.21,3655.31
2025-08,46,4842.82,613.52,896.87,4559.47
2025-08,124,4251.05,137.64,1189.72,3198.97
2025-08,155,3892.02,84.59,563.69,3412.92
2025-08,214,3775.15,0.0,989.18,2785.97
2025-08,528,2795.07,27.75,683.07,2139.75
2025-08,591,4190.19,0.0,547.47,3642.72
2025-08,553,4806.43,0.0,1271.07,3535.36
2025-08,171,6507.01,0.0,1675.04,4831.97
2025-08,357,10844.82,1174.85,2106.33,9913.34
2025-08,523,3195.55,0.0,452.41,2743.14
2025-08,371,6048.12,290.37,976.03,5362.46
2025-08,550,4819.52,408.71,140.63,5087.6
2025-08,115,7039.53,1741.96,942.0,7839.49
2025-08,469,5804.27,0.0,1478.84,4325.43
2025-08,500,9361.07,172.74,1811.82,7721.99
2025-08,610,5518.89,334.75,823.52,5030.12
2025-08,153,5731.73,1036.63,1064.48,5703.88
2025-08,165,6768.78,417.44,1057.69,6128.53
2025-08,640,9400.92,1252.24,1232.91,9420.25
2025-08,89,3598.55,741.82,450.69,3889.68
2025-08,537,3915.28,697.52,1077.15,3535.65
2025-08,109,4358.84,215.21,200.39,4373.66
2025-08,626,3331.15,0.0,636.34,2694.81
2025-08,595,5210.54,109.6,862.07,4458.07
2025-08,454,2798.25,509.21,727.17,2580.29
2025-08,631,4860.29,0.0,153.02,4707.27
2025-08,187,4944.86,99.39,1036.58,4007.67
2025-08,402,5423.69,754.97,1364.36,4814.3
2025-08,548,9993.59,0.0,2202.8,7790.79
2025-08,178,13882.72,2876.35,3141.14,13617.93
2025-08,91,3091.92,8.58,590.45,2510.05
2025-08,90,5893.19,0.0,384.69,5508.5
2025-08,305,7380.16,350.64,426.95,7303.85
2025-08,355,8678.92,380.57,1802.12,7257.37
2025-08,301,3350.35,0.0,212.8,3137.55
2025-08,596,7088.52,37.58,1199.64,5926.46
2025-08,83,4791.08,241.65,1180.32,3852.41
2025-08,520,11412.37,0.0,473.64,10938.73
2025-08,361,6352.11,0.0,969.71,5382.4
2025-08,564,3931.07,466.7,574.28,3823.49
2025-08,456,12502.36,799.65,2648.67,10653.34
2025-08,377,3794.87,444.84,952.93,3286.78
2025-08,54,7695.88,634.45,1113.21,7217.12
2025-08,183,4451.47,725.44,230.03,4946.88
2025-08,441,3500.87,355.6,749.46,3107.01
2025-08,166,3941.75,228.09,1014.92,3154.92
2025-08,50,7631.77,604.04,252.22,7983.59
2025-08,597,8404.17,740.63,1465.59,7679.21
2025-08,9,3513.02,155.11,645.07,3023.06
2025-08,630,4094.02,188.25,565.01,3717.26
2025-08,363,3765.94,35.01,869.1,2931.85
2025-08,132,4356.34,0.0,159.54,4196.8
2025-08,97,3628.6,30.93,742.18,2917.35
2025-08,383,4517.12,335.02,641.33,4210.81
2025-08,304,8691.76,0.0,423.92,8267.84
2025-08,150,7824.19,921.14,1013.04,7732.29
2025-08,4,9770.15,465.58,2425.56,7810.17
2025-08,128,5146.92,534.01,1343.07,4337.86
2025-08,544,6721.5,184.32,1583.87,5321.95
2025-08,40,4293.86,244.79,1128.25,3410.4
2025-08,552,15013.55,2159.73,890.12,16283.16
2025-08,559,2976.7,189.54,446.27,2719.97
2025-08,244,4218.6,592.52,602.58,4208.54
2025-08,147,4092.04,0.0,601.59,3490.45
2025-08,232,7919.93,0.0,1035.34,6884.59
2025-08,37,4739.44,597.51,1059.55,4277.4
2025-08,623,7778.26,1153.72,1959.24,6972.74
2025-08,5,6928.71,1025.37,1580.03,6374.05
2025-08,49,5558.02,0.0,373.04,5184.98
2025-08,227,3989.87,321.78,612.6,3699.05
2025-08,137,3020.83,165.36,538.98,2647.21
2025-08,464,9012.31,1016.43,1376.2,8652.54
2025-08,527,2853.97,191.27,717.48,2327.76
2025-08,211,4189.87,230.61,627.63,3792.85
2025-08,85,13596.82,0.0,3101.13,10495.69
2025-08,278,8358.97,704.96,1559.49,7504.44
2025-08,346,4092.53,1114.1,1000.59,4206.04
2025-08,433,12806.6,1502.29,2399.96,11908.93
2025-08,176,4807.6,0.0,1039.48,3768.12
2025-08,405,6527.4,90.45,195.64,6422.21
2025-08,309,10636.46,1650.12,2144.2,10142.38
2025-08,504,6243.85,76.98,159.49,6161.34
2025-08,411,15443.8,230.46,3378.15,12296.11
2025-08,215,7541.39,306.31,1723.11,6124.59
2025-08,529,4680.37,532.65,1129.23,4083.79
2025-08,256,9248.76,496.61,2097.09,7648.28
2025-08,378,4308.19,390.59,921.9,3776.88
2025-08,67,7162.39,270.46,354.9,7077.95
2025-08,250,6331.86,0.0,804.35,5527.51
2025-08,98,4263.24,12.83,603.45,3672.62
2025-08,203,10846.84,0.0,2120.02,8726.82
2025-08,569,4007.5,277.64,576.39,3708.75
2025-08,393,6892.81,1006.41,531.3,7367.92
2025-08,121,5025.06,145.97,1246.82,3924.21
2025-08,514,10909.13,1261.23,2092.29,10078.07
2025-08,57,3214.25,677.46,437.49,3454.22
2025-08,358,3737.33,588.31,659.38,3666.26
2025-08,262,4293.67,507.83,1180.14,3621.36
2025-08,59,16419.64,2054.29,1242.07,17231.86
2025-08,636,2552.54,117.73,691.04,1979.23
2025-08,52,4379.2,981.95,576.96,4784.19
2025-08,561,6224.7,0.0,1169.75,5054.95
2025-08,119,7473.24,865.24,1930.94,6407.54
2025-08,449,3515.41,0.0,698.64,2816.77
2025-08,111,8511.69,0.0,1445.74,7065.95
2025-08,435,8225.83,0.0,1445.65,6780.18
2025-08,173,5682.37,591.59,1368.67,4905.29
2025-08,473,15816.5,1450.57,1991.55,15275.52
2025-08,586,7184.02,1223.22,1872.86,6534.38
2025-08,303,9343.59,0.0,2280.79,7062.8
2025-08,180,3951.69,85.08,721.11,3315.66
2025-08,117,5348.29,223.79,859.69,4712.39
2025-08,294,10448.67,1191.8,2085.28,9555.19
2025-08,79,5256.7,613.13,769.65,5100.18
2025-08,151,2943.87,95.38,449.36,2589.89
2025-08,162,4314.68,181.81,666.46,3830.03
2025-08,619,8338.3,590.85,506.65,8422.5
2025-08,66,3088.96,115.15,759.27,2444.84
2025-08,635,7448.17,380.78,1179.61,6649.34
2025-08,312,9341.89,1255.86,1347.93,9249.82
2025-08,484,7475.51,404.97,1772.48,6108.0
2025-08,248,5545.61,273.52,1334.22,4484.91
2025-08,231,5664.05,665.92,878.3,5451.67
2025-08,396,3301.66,0.0,452.57,2849.09
2025-08,372,9031.55,0.0,2404.16,6627.39
2025-08,536,5838.52,1015.61,161.54,6692.59
2025-08,167,3751.39,312.79,209.63,3854.55
2025-08,63,4693.55,0.0,938.62,3754.93
2025-08,136,3421.44,476.72,707.83,3190.33
2025-08,209,5410.24,0.0,1379.85,4030.39
2025-08,84,7378.65,342.49,1335.98,6385.16
2025-08,277,7083.96,977.46,1725.66,6335.76
2025-08,638,5029.96,590.65,669.84,4950.77
2025-08,149,5099.08,130.49,1092.68,4136.89
2025-08,177,5304.79,196.18,699.05,4801.92
2025-08,422,14469.65,0.0,697.68,13771.97
2025-08,447,3546.16,552.59,74.06,4024.69
2025-08,426,4781.89,50.67,1148.48,3684.08
2025-08,143,9423.25,811.2,2395.44,7839.01
2025-08,438,9917.47,0.0,1423.58,8493.89
2025-08,289,4738.17,114.46,1307.3,3545.33
2025-08,583,7242.11,0.0,1118.34,6123.77
2025-08,158,6705.29,0.0,274.73,6430.56
2025-08,568,3315.01,205.65,682.94,2837.72
2025-08,198,6769.21,0.0,953.47,5815.74
2025-08,154,5817.92,49.76,720.74,5146.94
2025-08,138,4300.64,141.12,1031.17,3410.59
2025-08,423,3796.25,0.0,665.8,3130.45
2025-08,510,3820.34,566.31,665.12,3721.53
2025-08,611,7369.25,476.74,1909.45,5936.54
2025-08,296,3754.0,399.05,683.75,3469.3
2025-08,421,4853.12,77.35,942.2,3988.27
2025-08,174,8746.78,515.99,1263.46,7999.31
2025-08,474,3460.84,471.38,822.76,3109.46
2025-08,637,3417.25,207.39,863.86,2760.78
2025-08,406,5105.51,1326.09,848.86,5582.74
2025-08,489,3993.62,0.0,1004.45,2989.17
2025-08,450,6596.91,0.0,1570.09,5026.82
2025-08,168,6309.05,0.0,1602.56,4706.49
2025-08,566,4659.63,0.0,975.87,3683.76
2025-08,163,10796.13,1825.15,623.69,11997.59
2025-08,239,2969.7,427.13,407.33,2989.5
2025-08,394,8088.62,0.0,209.93,7878.69
2025-08,235,4843.0,601.56,1304.15,4140.41
2025-08,288,7842.03,0.0,488.4,7353.63
2025-08,605,5511.71,420.82,269.17,5663.36
2025-08,376,6610.29,1229.57,182.43,7657.43
2025-08,3,4744.18,654.61,327.41,5071.38
2025-08,650,5782.45,0.0,1610.76,4171.69
2025-08,385,6333.69,452.86,935.95,5850.6
2025-08,33,4661.01,303.25,876.36,4087.9
2025-08,436,4614.26,110.63,757.61,3967.28
2025-08,340,4317.84,123.27,875.37,3565.74
2025-08,93,4642.07,300.07,1018.56,3923.58
2025-08,458,4595.24,1025.63,695.86,4925.01
2025-08,608,6101.14,0.0,741.08,5360.06
2025-08,632,3004.03,524.44,439.9,3088.57
2025-08,382,13410.64,218.69,793.33,12836.0
2025-08,341,5706.38,555.98,1551.43,4710.93
2025-08,238,3462.05,997.01,526.54,3932.52
2025-08,299,4484.7,1073.97,733.14,4825.53
2025-08,30,6316.87,0.0,904.22,5412.65
2025-08,634,3094.81,514.41,690.32,2918.9
2025-08,42,4044.55,0.0,147.76,3896.79
2025-08,118,6860.33,93.53,1767.06,5186.8
2025-08,486,4762.41,680.62,1253.52,4189.51
2025-08,644,7825.41,0.0,1535.06,6290.35
2025-08,127,4077.11,0.0,733.84,3343.27
2025-08,562,3365.78,264.69,85.86,3544.61
2025-08,466,5211.37,0.0,797.97,4413.4
2025-08,251,4757.78,650.31,950.17,4457.92
2025-08,78,4980.23,677.56,601.59,5056.2
2025-08,467,7229.76,486.29,1657.72,6058.33
2025-08,609,9242.94,557.07,1176.57,8623.44
2025-08,439,10290.73,727.12,1471.16,9546.69
2025-08,431,6132.65,499.47,142.83,6489.29
2025-08,213,10427.6,1717.33,2462.2,9682.73
2025-08,424,2923.17,203.82,369.68,2757.31
2025-08,34,5682.16,934.34,1162.71,5453.79
2025-08,506,10132.59,396.75,2170.19,8359.15
2025-08,507,10069.09,1007.57,1217.61,9859.05
2025-08,419,8068.76,580.07,2168.01,6480.82
2025-08,621,5714.13,0.0,411.26,5302.87
2025-08,366,6959.59,1025.2,1307.29,6677.5
2025-08,60,3816.41,402.6,925.28,3293.73
2025-08,313,9887.88,778.91,1791.55,8875.24
2025-08,604,8883.25,1983.56,2311.96,8554.85
2025-08,624,6707.55,0.0,894.5,5813.05
2025-08,112,4840.32,268.96,978.25,4131.03
2025-08,254,3089.37,0.0,516.0,2573.37
2025-08,457,3985.02,407.88,844.94,3547.96
2025-08,188,5173.74,92.45,1239.78,4026.41
2025-08,409,6569.34,894.67,1439.93,6024.08
2025-08,237,3802.72,458.66,941.89,3319.49
2025-08,557,6253.23,549.84,1143.29,5659.78
2025-08,276,3973.6,143.52,909.44,3207.68
2025-08,519,3626.2,0.0,980.07,2646.13
2025-08,577,6559.19,595.82,1815.3,5339.71
2025-08,197,6432.02,475.89,231.77,6676.14
2025-08,542,3856.2,145.08,868.13,3133.15
2025-08,160,3817.78,695.99,1016.72,3497.05
2025-08,64,9231.8,0.0,2051.62,7180.18
2025-08,82,7797.01,1213.6,621.64,8388.97
2025-08,318,4134.6,143.17,740.12,3537.65
2025-08,356,8227.88,0.0,612.78,7615.1
2025-08,152,5854.04,853.69,1001.36,5706.37
2025-08,99,5833.12,45.44,1208.67,4669.89
2025-08,367,10871.32,400.05,1820.08,9451.29
2025-08,92,6431.18,1260.25,1426.59,6264.84
2025-08,574,7815.86,1185.16,1215.34,7785.68
2025-08,497,5875.61,0.0,1494.34,4381.27
2025-08,68,2876.19,227.52,409.04,2694.67
2025-08,219,3651.05,403.61,168.77,3885.89
2025-08,16,3737.72,241.86,625.53,3354.05
2025-08,10,3888.52,0.0,481.35,3407.17
2025-08,478,4103.26,440.89,840.93,3703.22
2025-08,271,4942.53,846.1,884.51,4904.12
2025-08,260,7194.64,861.44,1872.27,6183.81
2025-08,434,3150.14,211.52,605.75,2755.91
2025-08,493,4606.89,612.65,1247.02,3972.52
2025-08,25,5371.2,874.93,1109.16,5136.97
2025-08,551,8974.56,208.77,2295.31,6888.02
2025-08,307,8232.16,711.35,1051.43,7892.08
2025-08,384,5092.04,0.0,1256.64,3835.4
2025-08,139,5922.38,924.68,1147.65,5699.41
2025-08,526,3173.75,298.95,449.75,3022.95
2025-08,642,8514.42,1036.03,1083.85,8466.6
2025-08,593,4241.94,160.38,1079.86,3322.46
2025-08,258,3101.32,116.56,546.41,2671.47
2025-08,329,3994.85,0.0,780.42,3214.43
2025-08,338,6987.0,0.0,1914.6,5072.4
2025-08,186,5097.57,0.0,1159.65,3937.92
2025-08,594,7564.07,456.06,1738.2,6281.93
2025-08,482,6712.55,473.03,138.7,7046.88
2025-08,490,4582.04,505.21,711.25,4376.0
2025-08,508,5682.08,212.17,1226.52,4667.73
2025-08,369,2460.99,110.69,582.36,1989.32
2025-08,350,3372.81,523.29,754.29,3141.81
2025-08,518,4943.5,490.12,923.75,4509.87
2025-08,76,4656.88,975.37,222.6,5409.65
2025-08,269,6007.42,899.5,954.61,5952.31
2025-08,302,4085.39,267.29,754.25,3598.43
2025-08,310,4836.67,14.51,885.44,3965.74
2025-08,503,7915.06,1911.42,1399.83,8426.65
2025-08,142,4508.29,650.18,1075.23,4083.24
2025-08,429,4056.19,20.97,172.35,3904.81
2025-08,95,6337.96,149.64,315.46,6172.14
2025-08,53,6474.05,567.78,831.62,6210.21
2025-08,108,4592.54,0.0,914.29,3678.25
2025-08,116,4805.0,423.07,954.06,4274.01
2025-08,315,5728.76,1058.41,1560.08,5227.09
2025-08,617,4044.17,0.0,581.23,3462.94
2025-08,27,6301.47,543.23,1172.96,5671.74
2025-08,126,4585.09,0.0,914.6,3670.49
2025-08,388,3101.48,392.14,588.31,2905.31
2025-08,234,5169.11,15.29,1403.69,3780.71
2025-08,442,11539.1,322.47,350.98,11510.59
2025-08,576,6828.97,580.03,1101.73,6307.27
2025-08,316,9878.66,0.0,1666.48,8212.18
2025-08,386,10331.03,1129.9,1808.61,9652.32
2025-08,123,7489.04,650.36,1323.66,6815.74
2025-08,495,8628.22,0.0,1852.33,6775.89
2025-08,267,7818.91,510.39,355.82,7973.48
2025-08,86,4955.61,892.7,710.33,5137.98
2025-08,643,9006.78,988.03,2235.68,7759.13
2025-08,279,6611.93,0.0,1077.67,5534.26
2025-08,444,5924.67,470.0,1590.47,4804.2
2025-08,77,12343.27,0.0,1780.33,10562.94
2025-08,325,7349.13,465.4,1117.1,6697.43
2025-08,446,7637.91,484.11,1244.47,6877.55
2025-08,342,3059.42,0.0,469.58,2589.84
2025-08,381,5253.59,643.59,834.73,5062.45
2025-08,195,3313.93,106.11,874.7,2545.34
2025-08,432,10095.91,648.51,604.24,10140.18
2025-08,579,13292.02,1362.81,709.64,13945.19
2025-08,539,3325.9,190.09,610.76,2905.23
2025-08,625,5984.91,180.34,317.05,5848.2
2025-08,598,5262.19,562.64,1203.36,4621.47
2025-08,575,4617.11,180.21,1088.86,3708.46
2025-08,641,7879.65,779.46,1151.62,7507.49
2025-08,110,10617.31,462.85,2666.73,8413.43
2025-08,379,5547.85,334.58,974.62,4907.81
2025-08,300,3700.2,681.14,644.81,3736.53
2025-08,101,7732.21,1049.77,980.84,7801.14
2025-08,96,2531.79,331.56,619.53,2243.82
2025-08,349,4893.16,619.54,1167.15,4345.55
2025-08,516,3147.87,636.0,453.2,3330.67
2025-08,106,5259.79,544.63,1007.67,4796.75
2025-08,70,8932.86,0.0,2440.67,6492.19
2025-08,45,6095.81,229.39,1575.12,4750.08
2025-08,390,4937.22,576.7,723.89,4790.03
2025-08,468,3463.17,0.0,445.83,3017.34
2025-08,306,4408.13,516.24,813.91,4110.46
2025-08,480,3462.41,94.86,495.88,3061.39
2025-08,135,5193.74,707.88,1157.12,4744.5
2025-08,74,3079.9,471.26,697.62,2853.54
2025-08,224,4736.41,571.6,637.74,4670.27
2025-08,555,5095.04,589.37,1007.39,4677.02
2025-08,615,4105.79,99.05,855.56,3349.28
2025-08,348,8373.47,0.0,1332.76,7040.71
2025-08,291,8533.98,2196.38,1312.42,9417.94
2025-08,240,8972.82,656.91,702.7,8927.03
2025-08,157,6441.33,0.0,288.1,6153.23
2025-08,225,4110.2,852.17,1046.73,3915.64
2025-08,268,11824.67,1388.25,2731.81,10481.11
2025-08,540,4007.6,155.94,1072.33,3091.21
2025-08,375,4298.95,0.0,791.36,3507.59
2025-08,103,38223.840000000004,953.82,5427.45,33750.21
2025-08,462,6211.91,956.43,442.77,6725.57
2025-08,612,5306.43,0.0,660.72,4645.71
2025-08,534,6289.44,539.13,832.19,5996.38
2025-08,538,8832.22,1473.44,1263.69,9041.97
2025-08,332,6616.65,1510.95,1247.8,6879.8
2025-08,284,9871.14,1118.1,1610.38,9378.86
2025-08,387,6213.67,1041.95,1399.62,5856.0
2025-08,172,10283.61,28.23,1828.52,8483.32
2025-08,322,3118.3,246.34,801.02,2563.62
2025-08,600,8061.76,1047.26,1588.79,7520.23
2025-08,206,4804.73,870.28,1256.2,4418.81
2025-08,585,9359.43,112.73,1351.47,8120.69
2025-08,23,7599.15,1371.91,1033.28,7937.78
2025-08,352,4524.08,0.0,1190.38,3333.7
2025-08,353,7970.71,0.0,1150.71,6820.0
2025-08,481,8528.87,9.13,2370.02,6167.98
2025-08,73,5448.84,7.24,963.52,4492.56
2025-08,179,3999.34,482.47,495.79,3986.02
2025-08,264,3098.56,270.16,838.63,2530.09
2025-08,217,5085.05,523.43,764.19,4844.29
2025-08,120,9989.41,643.68,328.81,10304.28
2025-08,226,4100.9,0.0,703.49,3397.41
2025-08,80,4016.59,0.0,1056.4,2960.19
2025-08,413,3268.19,281.76,754.23,2795.72
2025-08,344,3765.69,165.64,927.8,3003.53
2025-08,282,12363.83,205.26,2870.86,9698.23
2025-08,12,7882.72,0.0,1609.31,6273.41
2025-08,590,11063.22,0.0,1989.57,9073.65
2025-08,472,4975.15,517.99,1333.95,4159.19
2025-08,36,2863.14,0.0,117.08,2746.06
2025-08,35,4145.01,480.56,966.41,3659.16
2025-08,311,9934.37,1167.83,2269.08,8833.12
2025-08,104,10207.44,1394.8,2787.29,8814.95
2025-08,515,3306.53,253.11,743.86,2815.78
2025-08,370,13755.58,592.36,3416.93,10931.01
2025-08,207,11951.87,980.8,2000.26,10932.41
2025-08,487,5801.85,128.01,888.01,5041.85
2025-08,113,3870.18,101.44,587.74,3383.88
2025-08,397,5952.76,491.93,1131.67,5313.02
2025-08,134,6796.01,241.83,1303.83,5734.01
2025-08,560,7466.79,317.26,1635.92,6148.13
2025-08,17,10517.41,1738.06,2335.83,9919.64
2025-08,499,15848.55,768.66,569.6,16047.61
2025-08,218,3198.32,201.02,629.03,2770.31
2025-08,410,3414.69,29.05,452.88,2990.86
2025-08,29,5277.32,164.58,1463.95,3977.95
2025-08,122,4688.84,467.61,271.98,4884.47
2025-08,81,4496.66,1106.76,895.09,4708.33
2025-08,189,3500.69,299.36,896.49,2903.56
2025-08,649,5254.2,0.0,995.34,4258.86
2025-08,212,6519.86,0.0,1736.42,4783.44
