venda_id,data,cliente_id,canal,loja,forma_pagamento,cupom,frete,status
3874,2025-07-10,1425,Presencial,Loja 02 - Shopping,Cartão Crédito,SEM_CUPOM,0.0,Concluída
3875,2025-02-28,1110,Presencial,Loja 02 - Shopping,Cartão Crédito,SEM_CUPOM,0.0,Concluída
3876,2025-07-16,773,Presencial,Loja 01 - Centro,Dinheiro,SEM_CUPOM,0.0,Concluída
3877,2025-07-05,1087,Presencial,Loja 02 - Shopping,Cartão Débito,SEM_CUPOM,0.0,Concluída
3878,2025-08-16,545,Presencial,Loja 01 - Centro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
3879,2025-06-16,1114,Online,E-commerce,Cartão Crédito,SEM_CUPOM,56.44,Concluída
3880,2025-07-24,1452,Online,E-commerce,Boleto,BLACK15,13.36,Concluída
3881,2025-05-05,518,Online,E-commerce,Cartão Crédito,SEM_CUPOM,1.91,Concluída
3882,2025-12-14,13,Online,E-commerce,Cartão Crédito,SEM_CUPOM,39.59,Concluída
3883,2025-07-26,1110,Online,E-commerce,Cartão Crédito,SEM_CUPOM,63.78,Concluída
3884,2025-04-30,1279,Presencial,Loja 03 - Bairro,PIX,BLACK15,0.0,Concluída
3885,2025-01-02,1240,Presencial,Loja 02 - Shopping,Dinheiro,SEM_CUPOM,0.0,Concluída
3886,2025-09-18,1463,Presencial,Loja 02 - Shopping,Cartão Débito,SEM_CUPOM,0.0,Concluída
3887,2025-05-26,521,Presencial,Loja 01 - Centro,Cartão Crédito,BLACK15,0.0,Concluída
3888,2025-04-06,1378,Online,E-commerce,Cartão Crédito,SEM_CUPOM,44.12,Concluída
3889,2025-07-04,312,Online,E-commerce,Dinheiro,SEM_CUPOM,16.43,Concluída
3890,2025-07-06,881,Online,E-commerce,Cartão Crédito,CLIENTEVIP,56.73,Concluída
3891,2025-11-05,1332,Online,E-commerce,Cartão Débito,SEM_CUPOM,34.97,Concluída
3892,2025-07-28,1374,Online,E-commerce,Boleto,SEM_CUPOM,33.13,Concluída
3893,2025-09-27,932,Presencial,Loja 01 - Centro,Dinheiro,SEM_CUPOM,0.0,Devolvida
3894,2025-09-06,820,Presencial,Loja 03 - Bairro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
3895,2025-11-23,691,Online,E-commerce,Cartão Débito,SEM_CUPOM,3.72,Concluída
3896,2025-01-03,1302,Online,E-commerce,Cartão Crédito,PROMO10,3.94,Concluída
3897,2025-05-25,1320,Presencial,Loja 01 - Centro,Dinheiro,SEM_CUPOM,0.0,Concluída
3898,2025-10-02,360,Presencial,Loja 03 - Bairro,PIX,SEM_CUPOM,0.0,Concluída
3899,2025-02-24,205,Online,E-commerce,Cartão Crédito,FRETEGRATIS,37.65,Devolvida
3900,2025-06-19,1221,Online,E-commerce,Cartão Crédito,PROMO10,52.44,Concluída
3901,2025-06-04,1216,Presencial,Loja 02 - Shopping,Boleto,SEM_CUPOM,0.0,Concluída
3902,2025-11-06,150,Online,E-commerce,PIX,SEM_CUPOM,48.96,Concluída
3903,2026-01-05,737,Presencial,Loja 03 - Bairro,PIX,SEM_CUPOM,0.0,Concluída
3904,2025-02-10,760,Online,E-commerce,Boleto,SEM_CUPOM,61.15,Concluída
3905,2025-03-24,64,Online,E-commerce,Cartão Crédito,FRETEGRATIS,32.68,Concluída
3906,2025-10-25,997,Online,E-commerce,Cartão Crédito,SEM_CUPOM,40.35,Concluída
3907,2025-03-09,1459,Online,E-commerce,PIX,SEM_CUPOM,40.77,Concluída
3908,2025-07-10,318,Online,E-commerce,Dinheiro,PROMO10,24.71,Concluída
3909,2025-12-29,1168,Presencial,Loja 02 - Shopping,Cartão Débito,CLIENTEVIP,0.0,Concluída
3910,2026-01-10,122,Online,E-commerce,Cartão Débito,SEM_CUPOM,0.18,Concluída
3911,2025-12-31,323,Presencial,Loja 03 - Bairro,Boleto,SEM_CUPOM,0.0,Concluída
3912,2025-02-21,848,Presencial,Loja 03 - Bairro,Boleto,PROMO10,0.0,Concluída
3913,2025-02-27,1386,Online,E-commerce,Cartão Crédito,CLIENTEVIP,54.53,Concluída
3914,2025-03-09,1329,Presencial,Loja 01 - Centro,PIX,PROMO10,0.0,Cancelada
3915,2025-10-23,1404,Presencial,Loja 02 - Shopping,Cartão Débito,SEM_CUPOM,0.0,Cancelada
3916,2025-03-10,1482,Presencial,Loja 03 - Bairro,Cartão Débito,SEM_CUPOM,0.0,Concluída
3917,2025-06-15,1201,Presencial,Loja 03 - Bairro,PIX,BLACK15,0.0,Concluída
3918,2025-11-11,546,Presencial,Loja 02 - Shopping,Boleto,PROMO10,0.0,Concluída
3919,2025-07-09,191,Online,E-commerce,Cartão Crédito,SEM_CUPOM,4.36,Concluída
3920,2025-12-28,1234,Presencial,Loja 02 - Shopping,Cartão Crédito,FRETEGRATIS,0.0,Cancelada
3921,2025-07-11,280,Online,E-commerce,Cartão Crédito,FRETEGRATIS,62.35,Concluída
3922,2025-05-26,781,Presencial,Loja 02 - Shopping,Dinheiro,SEM_CUPOM,0.0,Concluída
3923,2026-01-07,1132,Presencial,Loja 03 - Bairro,PIX,SEM_CUPOM,0.0,Concluída
3924,2025-07-30,52,Presencial,Loja 01 - Centro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
3925,2025-03-12,1371,Presencial,Loja 03 - Bairro,Cartão Crédito,BLACK15,0.0,Concluída
3926,2025-09-01,456,Online,E-commerce,Dinheiro,SEM_CUPOM,54.85,Concluída
3927,2025-10-24,323,Online,E-commerce,Cartão Crédito,SEM_CUPOM,6.75,Concluída
3928,2025-11-18,558,Presencial,Loja 02 - Shopping,Cartão Crédito,SEM_CUPOM,0.0,Devolvida
3929,2025-01-03,692,Presencial,Loja 02 - Shopping,Dinheiro,SEM_CUPOM,0.0,Concluída
3930,2025-02-11,682,Online,E-commerce,Cartão Débito,SEM_CUPOM,7.93,Concluída
3931,2025-08-30,233,Presencial,Loja 03 - Bairro,PIX,BLACK15,0.0,Concluída
3932,2025-10-12,285,Presencial,Loja 02 - Shopping,PIX,SEM_CUPOM,0.0,Concluída
3933,2025-09-08,718,Presencial,Loja 02 - Shopping,Cartão Débito,FRETEGRATIS,0.0,Concluída
3934,2025-05-28,340,Online,E-commerce,Cartão Crédito,SEM_CUPOM,47.91,Devolvida
3935,2025-10-17,964,Presencial,Loja 02 - Shopping,PIX,SEM_CUPOM,0.0,Concluída
3936,2025-08-11,1349,Online,E-commerce,Cartão Crédito,SEM_CUPOM,35.34,Concluída
3937,2025-12-22,28,Presencial,Loja 01 - Centro,Dinheiro,SEM_CUPOM,0.0,Concluída
3938,2025-05-22,55,Presencial,Loja 01 - Centro,Cartão Débito,SEM_CUPOM,0.0,Concluída
3939,2025-10-17,965,Online,E-commerce,Cartão Crédito,SEM_CUPOM,42.18,Concluída
3940,2025-02-25,43,Presencial,Loja 02 - Shopping,PIX,SEM_CUPOM,0.0,Concluída
3941,2025-10-09,960,Presencial,Loja 01 - Centro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
3942,2025-10-08,736,Presencial,Loja 03 - Bairro,Dinheiro,CLIENTEVIP,0.0,Concluída
3943,2025-04-08,683,Online,E-commerce,Cartão Débito,SEM_CUPOM,18.85,Concluída
3944,2025-01-24,910,Online,E-commerce,PIX,PROMO10,57.44,Concluída
3945,2026-01-17,1344,Presencial,Loja 03 - Bairro,Cartão Débito,FRETEGRATIS,0.0,Concluída
3946,2025-01-30,192,Presencial,Loja 01 - Centro,PIX,CLIENTEVIP,0.0,Concluída
3947,2025-06-29,203,Presencial,Loja 01 - Centro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
3948,2025-01-01,1045,Presencial,Loja 02 - Shopping,PIX,SEM_CUPOM,0.0,Concluída
3949,2025-06-10,77,Presencial,Loja 01 - Centro,Boleto,SEM_CUPOM,0.0,Concluída
3950,2025-11-12,644,Presencial,Loja 03 - Bairro,Cartão Débito,PROMO10,0.0,Devolvida
3951,2025-07-12,744,Presencial,Loja 01 - Centro,Cartão Crédito,FRETEGRATIS,0.0,Concluída
3952,2025-04-03,588,Online,E-commerce,Cartão Crédito,SEM_CUPOM,35.29,Concluída
3953,2025-06-01,800,Online,E-commerce,Boleto,PROMO10,36.76,Concluída
3954,2025-02-05,171,Online,E-commerce,PIX,CLIENTEVIP,64.39,Concluída
3955,2025-08-16,401,Online,E-commerce,PIX,SEM_CUPOM,50.15,Concluída
3956,2025-01-02,8,Presencial,Loja 02 - Shopping,Boleto,SEM_CUPOM,0.0,Concluída
3957,2025-05-15,1443,Online,E-commerce,Boleto,SEM_CUPOM,44.77,Concluída
3958,2025-01-24,1248,Presencial,Loja 03 - Bairro,PIX,SEM_CUPOM,0.0,Cancelada
3959,2025-04-03,381,Online,E-commerce,PIX,PROMO10,56.33,Concluída
3960,2025-01-26,55,Presencial,Loja 02 - Shopping,Cartão Débito,SEM_CUPOM,0.0,Concluída
3961,2025-12-23,406,Online,E-commerce,PIX,SEM_CUPOM,64.41,Concluída
3962,2025-10-24,1435,Online,E-commerce,Cartão Débito,FRETEGRATIS,52.81,Concluída
3963,2025-12-23,1217,Presencial,Loja 02 - Shopping,Cartão Débito,SEM_CUPOM,0.0,Concluída
3964,2025-09-20,989,Presencial,Loja 01 - Centro,Cartão Débito,SEM_CUPOM,0.0,Concluída
3965,2025-07-10,1385,Online,E-commerce,Cartão Crédito,SEM_CUPOM,52.42,Concluída
3966,2025-03-08,265,Presencial,Loja 02 - Shopping,Boleto,CLIENTEVIP,0.0,Concluída
3967,2026-01-05,805,Presencial,Loja 02 - Shopping,Dinheiro,SEM_CUPOM,0.0,Concluída
3968,2025-12-19,1191,Presencial,Loja 02 - Shopping,Cartão Débito,FRETEGRATIS,0.0,Concluída
3969,2025-06-09,29,Presencial,Loja 02 - Shopping,Cartão Crédito,SEM_CUPOM,0.0,Concluída
3970,2025-03-28,653,Presencial,Loja 03 - Bairro,Dinheiro,SEM_CUPOM,0.0,Concluída
3971,2025-05-29,534,Online,E-commerce,Cartão Crédito,SEM_CUPOM,12.44,Concluída
3972,2025-06-01,266,Online,E-commerce,PIX,SEM_CUPOM,56.77,Concluída
3973,2025-12-19,336,Presencial,Loja 01 - Centro,PIX,FRETEGRATIS,0.0,Concluída
3974,2025-01-26,1453,Online,E-commerce,Cartão Crédito,SEM_CUPOM,57.28,Concluída
3975,2025-09-01,767,Online,E-commerce,PIX,SEM_CUPOM,38.81,Concluída
3976,2025-10-23,123,Presencial,Loja 03 - Bairro,Cartão Débito,SEM_CUPOM,0.0,Concluída
3977,2025-10-20,1024,Online,E-commerce,PIX,SEM_CUPOM,42.29,Concluída
3978,2025-03-16,887,Presencial,Loja 03 - Bairro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
3979,2025-06-08,589,Presencial,Loja 02 - Shopping,Boleto,PROMO10,0.0,Concluída
3980,2025-05-12,596,Online,E-commerce,PIX,SEM_CUPOM,40.55,Concluída
3981,2025-06-06,807,Online,E-commerce,Cartão Crédito,FRETEGRATIS,35.42,Concluída
3982,2025-02-03,1394,Online,E-commerce,Dinheiro,SEM_CUPOM,11.92,Concluída
3983,2025-02-01,1140,Presencial,Loja 02 - Shopping,PIX,SEM_CUPOM,0.0,Cancelada
3984,2025-01-10,601,Presencial,Loja 01 - Centro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
3985,2026-01-07,370,Presencial,Loja 03 - Bairro,PIX,FRETEGRATIS,0.0,Concluída
3986,2025-06-10,164,Presencial,Loja 01 - Centro,Cartão Débito,SEM_CUPOM,0.0,Concluída
3987,2025-03-29,294,Presencial,Loja 01 - Centro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
3988,2025-11-03,207,Presencial,Loja 02 - Shopping,Dinheiro,PROMO10,0.0,Concluída
3989,2025-07-09,1209,Online,E-commerce,Cartão Débito,SEM_CUPOM,42.75,Concluída
3990,2025-05-20,864,Presencial,Loja 03 - Bairro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
3991,2025-02-14,56,Presencial,Loja 02 - Shopping,Dinheiro,FRETEGRATIS,0.0,Concluída
3992,2025-05-29,1390,Presencial,Loja 02 - Shopping,PIX,SEM_CUPOM,0.0,Concluída
3993,2025-09-06,226,Online,E-commerce,Boleto,PROMO10,24.66,Concluída
3994,2025-08-28,969,Presencial,Loja 01 - Centro,Cartão Débito,SEM_CUPOM,0.0,Concluída
3995,2025-05-31,19,Presencial,Loja 02 - Shopping,Cartão Débito,PROMO10,0.0,Concluída
3996,2025-08-24,884,Presencial,Loja 01 - Centro,Cartão Débito,PROMO10,0.0,Concluída
3997,2025-10-22,834,Presencial,Loja 01 - Centro,PIX,SEM_CUPOM,0.0,Devolvida
3998,2025-12-24,1364,Presencial,Loja 03 - Bairro,Boleto,FRETEGRATIS,0.0,Concluída
3999,2025-07-22,901,Online,E-commerce,Cartão Débito,SEM_CUPOM,34.87,Concluída
4000,2025-03-29,734,Presencial,Loja 02 - Shopping,Cartão Débito,FRETEGRATIS,0.0,Cancelada
4001,2025-02-19,797,Presencial,Loja 03 - Bairro,Boleto,SEM_CUPOM,0.0,Concluída
4002,2025-03-02,950,Presencial,Loja 03 - Bairro,Cartão Crédito,PROMO10,0.0,Concluída
4003,2025-01-05,622,Presencial,Loja 03 - Bairro,Dinheiro,CLIENTEVIP,0.0,Concluída
4004,2025-08-03,1071,Online,E-commerce,PIX,PROMO10,58.57,Concluída
4005,2025-03-23,794,Online,E-commerce,PIX,BLACK15,7.1,Concluída
4006,2025-03-28,1454,Presencial,Loja 02 - Shopping,Cartão Crédito,SEM_CUPOM,0.0,Concluída
4007,2025-10-06,291,Online,E-commerce,PIX,PROMO10,62.1,Cancelada
4008,2025-05-03,1094,Presencial,Loja 02 - Shopping,Cartão Crédito,SEM_CUPOM,0.0,Concluída
4009,2025-11-15,1240,Presencial,Loja 01 - Centro,PIX,SEM_CUPOM,0.0,Concluída
4010,2025-02-22,1078,Presencial,Loja 02 - Shopping,Cartão Débito,SEM_CUPOM,0.0,Concluída
4011,2025-05-12,1472,Online,E-commerce,Dinheiro,SEM_CUPOM,36.93,Concluída
4012,2025-01-20,652,Online,E-commerce,Cartão Débito,BLACK15,61.74,Concluída
4013,2025-07-25,811,Presencial,Loja 03 - Bairro,Cartão Crédito,PROMO10,0.0,Concluída
4014,2025-02-17,231,Online,E-commerce,Dinheiro,FRETEGRATIS,13.04,Concluída
4015,2025-04-03,562,Presencial,Loja 01 - Centro,Cartão Débito,SEM_CUPOM,0.0,Concluída
4016,2025-10-10,240,Presencial,Loja 01 - Centro,Boleto,FRETEGRATIS,0.0,Concluída
4017,2025-12-05,1188,Presencial,Loja 03 - Bairro,PIX,SEM_CUPOM,0.0,Concluída
4018,2025-07-29,1174,Presencial,Loja 03 - Bairro,Cartão Débito,SEM_CUPOM,0.0,Concluída
4019,2026-01-06,290,Presencial,Loja 02 - Shopping,PIX,SEM_CUPOM,0.0,Concluída
4020,2025-10-18,1205,Online,E-commerce,PIX,SEM_CUPOM,3.53,Concluída
4021,2025-10-17,482,Presencial,Loja 03 - Bairro,PIX,SEM_CUPOM,0.0,Concluída
4022,2026-01-16,1095,Presencial,Loja 02 - Shopping,Cartão Débito,PROMO10,0.0,Concluída
4023,2025-02-04,1410,Presencial,Loja 03 - Bairro,PIX,SEM_CUPOM,0.0,Concluída
4024,2025-03-31,1245,Presencial,Loja 02 - Shopping,Cartão Crédito,CLIENTEVIP,0.0,Concluída
4025,2025-06-17,280,Presencial,Loja 03 - Bairro,Cartão Débito,FRETEGRATIS,0.0,Concluída
4026,2025-08-26,271,Presencial,Loja 03 - Bairro,PIX,SEM_CUPOM,0.0,Concluída
4027,2026-01-16,169,Presencial,Loja 03 - Bairro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
4028,2025-02-08,1263,Presencial,Loja 02 - Shopping,Boleto,SEM_CUPOM,0.0,Concluída
4029,2025-03-30,820,Presencial,Loja 02 - Shopping,Dinheiro,PROMO10,0.0,Cancelada
4030,2025-04-25,234,Online,E-commerce,Boleto,SEM_CUPOM,40.37,Concluída
4031,2025-09-15,882,Online,E-commerce,Cartão Débito,SEM_CUPOM,34.25,Concluída
4032,2026-01-01,795,Presencial,Loja 02 - Shopping,PIX,FRETEGRATIS,0.0,Concluída
4033,2025-12-27,896,Online,E-commerce,PIX,SEM_CUPOM,47.77,Concluída
4034,2025-10-15,953,Online,E-commerce,Cartão Crédito,SEM_CUPOM,39.09,Concluída
4035,2025-10-24,247,Online,E-commerce,Dinheiro,FRETEGRATIS,33.43,Concluída
4036,2025-06-09,581,Online,E-commerce,PIX,SEM_CUPOM,58.67,Devolvida
4037,2025-08-22,1082,Presencial,Loja 01 - Centro,PIX,FRETEGRATIS,0.0,Concluída
4038,2025-03-07,1364,Online,E-commerce,Cartão Débito,SEM_CUPOM,21.02,Concluída
4039,2025-07-14,364,Presencial,Loja 01 - Centro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
4040,2025-04-23,857,Presencial,Loja 02 - Shopping,Cartão Crédito,CLIENTEVIP,0.0,Concluída
4041,2025-12-23,1423,Online,E-commerce,Boleto,SEM_CUPOM,17.65,Cancelada
4042,2025-05-22,902,Online,E-commerce,Cartão Crédito,SEM_CUPOM,52.26,Concluída
4043,2025-06-01,342,Presencial,Loja 03 - Bairro,Dinheiro,SEM_CUPOM,0.0,Concluída
4044,2025-06-04,876,Online,E-commerce,Cartão Crédito,CLIENTEVIP,22.86,Concluída
4045,2025-12-13,26,Online,E-commerce,Cartão Crédito,SEM_CUPOM,36.6,Concluída
4046,2025-12-25,734,Online,E-commerce,PIX,SEM_CUPOM,39.91,Concluída
4047,2025-06-15,852,Online,E-commerce,Cartão Crédito,SEM_CUPOM,19.14,Concluída
4048,2026-01-18,85,Online,E-commerce,PIX,SEM_CUPOM,23.12,Concluída
4049,2025-10-18,305,Presencial,Loja 03 - Bairro,PIX,SEM_CUPOM,0.0,Concluída
4050,2025-11-22,1484,Online,E-commerce,PIX,SEM_CUPOM,2.65,Concluída
4051,2025-12-18,943,Presencial,Loja 03 - Bairro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
4052,2025-05-08,688,Online,E-commerce,PIX,SEM_CUPOM,18.17,Concluída
4053,2025-07-31,344,Online,E-commerce,PIX,SEM_CUPOM,21.2,Concluída
4054,2025-04-20,187,Online,E-commerce,Cartão Crédito,SEM_CUPOM,1.09,Cancelada
4055,2025-04-29,643,Presencial,Loja 03 - Bairro,PIX,SEM_CUPOM,0.0,Concluída
4056,2025-06-28,819,Presencial,Loja 02 - Shopping,PIX,FRETEGRATIS,0.0,Concluída
4057,2025-01-20,270,Presencial,Loja 02 - Shopping,Dinheiro,SEM_CUPOM,0.0,Concluída
4058,2025-03-24,1202,Presencial,Loja 02 - Shopping,Cartão Crédito,PROMO10,0.0,Concluída
4059,2025-11-07,644,Online,E-commerce,Boleto,SEM_CUPOM,53.51,Concluída
4060,2025-03-05,84,Online,E-commerce,PIX,BLACK15,57.55,Concluída
4061,2025-08-27,205,Online,E-commerce,Cartão Crédito,PROMO10,11.52,Concluída
4062,2025-10-22,1293,Presencial,Loja 02 - Shopping,PIX,SEM_CUPOM,0.0,Concluída
4063,2025-04-12,507,Online,E-commerce,Cartão Crédito,SEM_CUPOM,39.35,Cancelada
4064,2025-06-25,560,Online,E-commerce,Boleto,SEM_CUPOM,28.73,Concluída
4065,2025-12-03,299,Online,E-commerce,Boleto,CLIENTEVIP,8.31,Concluída
4066,2025-11-17,1212,Presencial,Loja 01 - Centro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
4067,2025-12-20,1225,Online,E-commerce,PIX,SEM_CUPOM,1.62,Concluída
4068,2025-08-30,364,Presencial,Loja 02 - Shopping,Cartão Débito,SEM_CUPOM,0.0,Concluída
4069,2025-12-07,1095,Presencial,Loja 01 - Centro,Cartão Débito,SEM_CUPOM,0.0,Concluída
4070,2025-06-03,679,Online,E-commerce,Cartão Crédito,SEM_CUPOM,43.13,Concluída
4071,2025-08-19,251,Online,E-commerce,Cartão Crédito,SEM_CUPOM,5.18,Concluída
4072,2025-09-14,1194,Presencial,Loja 03 - Bairro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
4073,2026-01-11,125,Online,E-commerce,Cartão Crédito,SEM_CUPOM,57.92,Concluída
4074,2025-05-22,1312,Online,E-commerce,Cartão Crédito,SEM_CUPOM,51.33,Concluída
4075,2025-12-02,39,Online,E-commerce,PIX,PROMO10,47.08,Concluída
4076,2025-07-15,485,Presencial,Loja 01 - Centro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
4077,2025-02-10,341,Presencial,Loja 03 - Bairro,Cartão Crédito,CLIENTEVIP,0.0,Concluída
4078,2025-09-09,353,Online,E-commerce,Cartão Crédito,SEM_CUPOM,54.78,Concluída
4079,2026-01-12,721,Online,E-commerce,Cartão Crédito,SEM_CUPOM,6.93,Concluída
4080,2025-06-24,1128,Presencial,Loja 01 - Centro,Cartão Débito,SEM_CUPOM,0.0,Concluída
4081,2025-07-30,600,Presencial,Loja 01 - Centro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
4082,2025-12-23,774,Presencial,Loja 02 - Shopping,PIX,FRETEGRATIS,0.0,Concluída
4083,2025-12-20,1458,Presencial,Loja 02 - Shopping,Cartão Crédito,SEM_CUPOM,0.0,Concluída
4084,2025-06-03,747,Online,E-commerce,PIX,SEM_CUPOM,40.75,Concluída
4085,2025-10-19,1189,Presencial,Loja 02 - Shopping,Cartão Crédito,SEM_CUPOM,0.0,Concluída
4086,2025-08-31,578,Presencial,Loja 01 - Centro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
4087,2025-09-06,118,Presencial,Loja 01 - Centro,Cartão Crédito,PROMO10,0.0,Concluída
4088,2025-10-04,384,Online,E-commerce,Cartão Crédito,PROMO10,13.42,Concluída
4089,2025-05-06,239,Presencial,Loja 02 - Shopping,PIX,PROMO10,0.0,Concluída
4090,2025-04-28,1361,Presencial,Loja 01 - Centro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
4091,2025-01-11,40,Online,E-commerce,PIX,SEM_CUPOM,33.78,Cancelada
4092,2025-11-25,1234,Online,E-commerce,Dinheiro,PROMO10,23.31,Concluída
4093,2025-04-17,208,Presencial,Loja 02 - Shopping,Cartão Crédito,SEM_CUPOM,0.0,Concluída
4094,2025-09-16,226,Presencial,Loja 03 - Bairro,Cartão Débito,SEM_CUPOM,0.0,Concluída
4095,2025-09-21,795,Online,E-commerce,PIX,FRETEGRATIS,7.96,Concluída
4096,2025-09-28,122,Presencial,Loja 01 - Centro,Dinheiro,SEM_CUPOM,0.0,Concluída
4097,2025-11-28,116,Online,E-commerce,Cartão Crédito,SEM_CUPOM,47.74,Concluída
4098,2025-11-30,1164,Online,E-commerce,Cartão Crédito,BLACK15,19.62,Concluída
4099,2025-01-01,90,Presencial,Loja 02 - Shopping,Cartão Débito,BLACK15,0.0,Concluída
4100,2025-11-19,896,Online,E-commerce,PIX,SEM_CUPOM,7.99,Concluída
4101,2025-03-21,178,Online,E-commerce,Dinheiro,FRETEGRATIS,57.16,Devolvida
4102,2025-09-05,129,Presencial,Loja 02 - Shopping,PIX,SEM_CUPOM,0.0,Concluída
4103,2025-09-16,1005,Presencial,Loja 01 - Centro,Boleto,PROMO10,0.0,Cancelada
4104,2025-01-21,589,Online,E-commerce,Dinheiro,SEM_CUPOM,8.75,Concluída
4105,2025-04-19,30,Online,E-commerce,Cartão Crédito,BLACK15,13.35,Concluída
4106,2025-12-16,1023,Presencial,Loja 01 - Centro,Boleto,PROMO10,0.0,Concluída
4107,2025-02-24,1455,Presencial,Loja 02 - Shopping,PIX,SEM_CUPOM,0.0,Devolvida
4108,2025-03-31,842,Online,E-commerce,Cartão Débito,SEM_CUPOM,1.54,Concluída
4109,2025-02-01,572,Presencial,Loja 02 - Shopping,Cartão Crédito,SEM_CUPOM,0.0,Concluída
4110,2025-03-06,1266,Presencial,Loja 02 - Shopping,Cartão Crédito,SEM_CUPOM,0.0,Concluída
4111,2025-09-02,505,Presencial,Loja 03 - Bairro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
4112,2025-11-20,920,Online,E-commerce,Cartão Crédito,SEM_CUPOM,33.71,Concluída
4113,2025-08-17,713,Online,E-commerce,Cartão Crédito,SEM_CUPOM,53.65,Concluída
4114,2025-04-20,1090,Presencial,Loja 03 - Bairro,PIX,SEM_CUPOM,0.0,Concluída
4115,2025-11-26,777,Presencial,Loja 03 - Bairro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
4116,2025-05-22,723,Online,E-commerce,PIX,SEM_CUPOM,55.33,Concluída
4117,2025-05-01,631,Online,E-commerce,Cartão Débito,SEM_CUPOM,48.35,Concluída
4118,2025-07-14,444,Presencial,Loja 03 - Bairro,PIX,SEM_CUPOM,0.0,Concluída
4119,2025-02-22,730,Presencial,Loja 02 - Shopping,Cartão Crédito,SEM_CUPOM,0.0,Concluída
4120,2025-05-17,92,Online,E-commerce,Dinheiro,SEM_CUPOM,30.64,Concluída
4121,2025-11-03,510,Presencial,Loja 01 - Centro,Dinheiro,SEM_CUPOM,0.0,Concluída
4122,2025-08-22,115,Presencial,Loja 03 - Bairro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
4123,2026-01-15,484,Online,E-commerce,PIX,SEM_CUPOM,57.81,Concluída
4124,2025-10-25,528,Online,E-commerce,Cartão Crédito,CLIENTEVIP,49.86,Concluída
4125,2025-05-19,41,Presencial,Loja 01 - Centro,Cartão Crédito,BLACK15,0.0,Concluída
4126,2025-10-22,445,Online,E-commerce,PIX,SEM_CUPOM,57.8,Concluída
4127,2025-11-29,1008,Online,E-commerce,Dinheiro,SEM_CUPOM,15.57,Concluída
4128,2025-08-31,1455,Online,E-commerce,Cartão Crédito,SEM_CUPOM,39.08,Concluída
4129,2025-10-20,926,Online,E-commerce,Cartão Crédito,SEM_CUPOM,1.4,Concluída
4130,2025-07-13,1068,Online,E-commerce,Cartão Crédito,FRETEGRATIS,33.9,Concluída
4131,2025-12-17,1004,Presencial,Loja 01 - Centro,Boleto,SEM_CUPOM,0.0,Concluída
4132,2025-04-02,1417,Presencial,Loja 03 - Bairro,Boleto,SEM_CUPOM,0.0,Concluída
4133,2025-06-12,1412,Presencial,Loja 02 - Shopping,PIX,BLACK15,0.0,Concluída
4134,2025-04-08,172,Presencial,Loja 02 - Shopping,Cartão Débito,SEM_CUPOM,0.0,Concluída
4135,2025-02-08,710,Online,E-commerce,Boleto,SEM_CUPOM,57.0,Concluída
4136,2025-08-25,1362,Presencial,Loja 02 - Shopping,Cartão Débito,FRETEGRATIS,0.0,Concluída
4137,2025-02-15,1323,Online,E-commerce,PIX,SEM_CUPOM,48.0,Concluída
4138,2025-03-28,802,Online,E-commerce,Cartão Crédito,CLIENTEVIP,50.45,Concluída
4139,2025-10-21,666,Presencial,Loja 02 - Shopping,Boleto,SEM_CUPOM,0.0,Concluída
4140,2025-04-03,88,Online,E-commerce,PIX,SEM_CUPOM,20.61,Concluída
4141,2025-11-28,717,Online,E-commerce,Cartão Crédito,SEM_CUPOM,25.88,Concluída
4142,2025-01-19,760,Online,E-commerce,Cartão Débito,SEM_CUPOM,64.11,Cancelada
4143,2025-06-25,950,Online,E-commerce,Cartão Débito,SEM_CUPOM,17.37,Concluída
4144,2025-01-26,783,Presencial,Loja 01 - Centro,PIX,SEM_CUPOM,0.0,Cancelada
4145,2025-01-23,324,Presencial,Loja 02 - Shopping,PIX,SEM_CUPOM,0.0,Concluída
4146,2025-10-31,1453,Presencial,Loja 03 - Bairro,Cartão Crédito,SEM_CUPOM,0.0,Concluída
4147,2025-01-26,327,Presencial,Loja 01 - Centro,PIX,BLACK15,0.0,Concluída
