item_id,venda_id,produto_id,quantidade,preco_unitario,desconto_unit,preco_liquido_unit,valor_total,uf_destino,cfop,cst_icms,aliq_icms,valor_icms,aliq_pis,valor_pis,aliq_cofins,valor_cofins,custo_total,lucro_bruto
10572,2969,195,0.0,3045.42,101.3,2944.12,0.0,MS,6102,00,0.17,0.0,0.0165,0.0,0.076,0.0,0.0,0.0
10573,2969,130,0.0,1397.17,161.43,1235.74,0.0,MS,6102,00,0.17,0.0,0.0165,0.0,0.076,0.0,0.0,0.0
10574,2969,222,0.0,563.11,35.65,527.46,0.0,MS,6102,60,0.17,0.0,0.0165,0.0,0.076,0.0,0.0,0.0
10575,2969,122,0.0,383.98,37.41,346.57,0.0,MS,6102,00,0.17,0.0,0.0165,0.0,0.076,0.0,0.0,0.0
10576,2969,234,0.0,1069.42,24.47,1044.95,0.0,MS,6102,00,0.17,0.0,0.0165,0.0,0.076,0.0,0.0,0.0
10577,2969,230,0.0,4572.27,765.59,3806.68,0.0,MS,6102,00,0.17,0.0,0.0165,0.0,0.076,0.0,0.0,0.0
10578,2970,68,0.0,5396.07,286.1,5109.97,0.0,GO,6102,00,0.17,0.0,0.0165,0.0,0.076,0.0,0.0,0.0
10579,2970,149,0.0,364.86,58.42,306.44,0.0,GO,6102,00,0.17,0.0,0.0165,0.0,0.076,0.0,0.0,0.0
10580,2971,235,4.0,770.69,60.75,709.94,2839.76,SP,5102,60,0.18,511.16,0.0165,46.86,0.076,215.82,2458.52,381.24
10581,2971,186,1.0,825.38,110.39,714.99,714.99,SP,6102,00,0.18,128.7,0.0165,11.8,0.076,54.34,776.17,-61.18
10582,2971,195,2.0,3129.97,283.17,2846.8,5693.6,SP,5102,00,0.18,1024.85,0.0165,93.94,0.076,432.71,5370.54,323.06
10583,2971,29,2.0,4073.45,458.03,3615.42,7230.84,SP,6102,20,0.18,1301.55,0.0165,119.31,0.076,549.54,5121.58,2109.26
10584,2971,269,2.0,5906.16,175.3,5730.86,11461.72,SP,5102,00,0.18,2063.11,0.0165,189.12,0.076,871.09,7928.76,3532.96
10585,2971,184,1.0,6756.22,200.35,6555.87,6555.87,SP,6102,20,0.18,1180.06,0.0165,108.17,0.076,498.25,5899.66,656.21
10586,2972,23,3.0,536.8,13.77,523.03,1569.09,BA,6102,00,0.18,282.44,0.0165,25.89,0.076,119.25,1141.11,427.98
10587,2973,18,1.0,1869.29,139.37,1729.92,1729.92,DF,6102,00,0.18,311.39,0.0165,28.54,0.076,131.47,1477.77,252.15
10588,2973,73,1.0,3424.63,395.64,3028.99,3028.99,DF,6102,00,0.18,545.22,0.0165,49.98,0.076,230.2,2673.38,355.61
10589,2974,232,1.0,322.8,49.41,273.39,273.39,SC,6102,00,0.0,0.0,0.0165,4.51,0.076,20.78,231.52,41.87
10590,2975,204,2.0,2742.26,284.93,2457.33,4914.66,GO,6102,60,0.17,835.49,0.0165,81.09,0.076,373.51,3810.54,1104.12
10591,2975,4,1.0,551.14,32.1,519.04,519.04,GO,6102,00,0.17,88.24,0.0165,8.56,0.076,39.45,509.07,9.97
10592,2976,95,1.0,3673.11,534.75,3138.36,3138.36,ES,5102,00,0.17,533.52,0.0165,51.78,0.076,238.52,2620.47,517.89
10593,2976,224,3.0,1103.17,37.37,1065.8,3197.4,ES,5102,20,0.17,543.56,0.0165,52.76,0.076,243.0,1915.71,1281.69
10594,2976,73,2.0,3999.84,535.17,3464.67,6929.34,ES,6102,20,0.17,1177.99,0.0165,114.33,0.076,526.63,5346.76,1582.58
10595,2976,159,1.0,441.4,56.76,384.64,384.64,ES,6102,60,0.17,65.39,0.0165,6.35,0.076,29.23,348.65,35.99
10596,2976,234,2.0,1069.95,135.59,934.36,1868.72,ES,6102,00,0.17,317.68,0.0165,30.83,0.076,142.02,1420.0,448.72
10597,2977,213,2.0,4771.54,197.95,4573.59,9147.18,PE,6102,00,0.18,1646.49,0.0165,150.93,0.076,695.19,6257.72,2889.46
10598,2977,290,2.0,3932.57,353.13,3579.44,7158.88,PE,6102,20,0.18,1288.6,0.0165,118.12,0.076,544.07,7539.26,-380.38
10599,2978,74,1.0,4760.93,85.86,4675.07,4675.07,SC,6102,60,0.17,794.76,0.0165,77.14,0.076,355.31,3675.65,999.42
10600,2979,156,1.0,867.63,41.62,826.01,826.01,MS,6102,00,0.17,140.42,0.0165,13.63,0.076,62.78,667.34,158.67
10601,2979,158,1.0,849.95,53.25,796.7,796.7,MS,6102,00,0.17,135.44,0.0165,13.15,0.076,60.55,665.06,131.64
10602,2979,128,2.0,5890.27,126.89,5763.38,11526.76,MS,6102,00,0.17,1959.55,0.0165,190.19,0.076,876.03,8366.4,3160.36
10603,2979,254,1.0,8087.85,1241.14,6846.71,6846.71,MS,6102,20,0.17,1163.94,0.0165,112.97,0.076,520.35,6543.88,302.83
10604,2980,108,2.0,5448.59,218.91,5229.68,10459.36,ES,6102,00,0.17,1778.09,0.0165,172.58,0.076,794.91,6705.88,3753.48
10605,2981,64,0.0,6367.36,153.89,6213.47,0.0,SP,5102,00,0.18,0.0,0.0165,0.0,0.076,0.0,0.0,0.0
10606,2981,4,0.0,549.06,4.17,544.89,0.0,SP,5102,00,0.18,0.0,0.0165,0.0,0.076,0.0,0.0,0.0
10607,2981,8,0.0,3951.58,618.81,3332.77,0.0,SP,5102,00,0.18,0.0,0.0165,0.0,0.076,0.0,0.0,0.0
10608,2981,28,0.0,4477.95,343.5,4134.45,0.0,SP,5102,00,0.18,0.0,0.0165,0.0,0.076,0.0,0.0,0.0
10609,2982,226,1.0,402.67,71.36,331.31,331.31,MS,6102,00,0.17,56.32,0.0165,5.47,0.076,25.18,274.5,56.81
10610,2982,173,2.0,8642.22,1403.24,7238.98,14477.96,MS,6102,40,0.17,2461.25,0.0165,238.89,0.076,1100.32,12234.78,2243.18
10611,2982,212,1.0,1825.28,236.61,1588.67,1588.67,MS,6102,00,0.17,270.07,0.0165,26.21,0.076,120.74,1073.67,515.0
10612,2982,70,2.0,852.88,16.92,835.96,1671.92,MS,6102,20,0.17,284.23,0.0165,27.59,0.076,127.07,1164.28,507.64
10613,2982,46,2.0,1863.21,191.07,1672.14,3344.28,MS,6102,60,0.17,568.53,0.0165,55.18,0.076,254.17,3129.82,214.46
10614,2983,230,1.0,5283.63,477.63,4806.0,4806.0,PA,6102,00,0.17,817.02,0.0165,79.3,0.076,365.26,3636.86,1169.14
10615,2983,103,2.0,8022.0,1337.6,6684.4,13368.8,PA,6102,60,0.17,2272.7,0.0165,220.59,0.076,1016.03,10537.42,2831.38
10616,2983,233,2.0,561.37,21.23,540.14,1080.28,PA,6102,00,0.17,183.65,0.0165,17.82,0.076,82.1,857.08,223.2
10617,2983,126,3.0,522.83,38.79,484.04,1452.12,PA,6102,40,0.17,246.86,0.0165,23.96,0.076,110.36,1087.08,365.04
10618,2983,40,1.0,142.19,22.53,119.66,119.66,PA,6102,40,0.17,20.34,0.0165,1.97,0.076,9.09,122.5,-2.84
10619,2984,12,3.0,627.81,19.19,608.62,1825.86,GO,6102,40,0.17,310.4,0.0165,30.13,0.076,138.77,1289.58,536.28
10620,2985,27,-3.0,647.9,89.71,558.19,-1674.57,PE,6102,00,0.18,-301.42,0.0165,-27.63,0.076,-127.27,-1258.44,-416.13
10621,2985,115,1.0,3630.9,140.02,3490.88,3490.88,PE,6102,40,0.18,628.36,0.0165,57.6,0.076,265.31,3402.49,88.39
10622,2985,94,-2.0,122.01,14.58,107.43,-214.86,PE,6102,00,0.18,-38.67,0.0165,-3.55,0.076,-16.33,-142.8,-72.06
10623,2985,29,-2.0,4226.95,695.71,3531.24,-7062.48,PE,6102,00,0.18,-1271.25,0.0165,-116.53,0.076,-536.75,-5121.58,-1940.9
10624,2986,69,1.0,4684.63,326.51,4358.12,4358.12,RS,6102,40,0.18,784.46,0.0165,71.91,0.076,331.22,3590.3,767.82
10625,2986,299,1.0,6449.64,914.14,5535.5,5535.5,RS,6102,00,0.18,996.39,0.0165,91.34,0.076,420.7,5658.4,-122.9
10626,2987,186,1.0,877.1,20.96,856.14,856.14,GO,6102,00,0.17,145.54,0.0165,14.13,0.076,65.07,776.17,79.97
10627,2988,295,1.0,2354.25,55.22,2299.03,2299.03,PR,6102,00,0.19,436.82,0.0165,37.93,0.076,174.73,1514.48,784.55
10628,2989,153,1.0,3001.19,164.91,2836.28,2836.28,SC,6102,40,0.17,482.17,0.0165,46.8,0.076,215.56,2361.37,474.91
10629,2989,170,2.0,359.57,50.29,309.28,618.56,SC,6102,60,0.17,105.16,0.0165,10.21,0.076,47.01,479.46,139.1
10630,2990,150,1.0,4016.5,302.96,3713.54,3713.54,SC,6102,20,0.17,631.3,0.0165,61.27,0.076,282.23,2908.37,805.17
10631,2990,144,1.0,2117.74,87.41,2030.33,2030.33,SC,6102,00,0.17,345.16,0.0165,33.5,0.076,154.31,1446.28,584.05
10632,2990,91,2.0,2389.04,339.09,2049.95,4099.9,SC,6102,60,0.17,696.98,0.0165,67.65,0.076,311.59,3617.6,482.3
10633,2990,290,2.0,3819.49,538.88,3280.61,6561.22,SC,6102,00,0.17,1115.41,0.0165,108.26,0.076,498.65,7539.26,-978.04
10634,2990,23,3.0,506.24,67.23,439.01,1317.03,SC,6102,40,0.17,223.9,0.0165,21.73,0.076,100.09,1141.11,175.92
10635,2991,201,2.0,1899.53,328.06,1571.47,3142.94,RS,6102,00,0.18,565.73,0.0165,51.86,0.076,238.86,3213.12,-70.18
10636,2991,265,3.0,1231.75,188.22,1043.53,3130.59,RS,6102,00,0.18,563.51,0.0165,51.65,0.076,237.92,2999.7,130.89
10637,2991,40,2.0,149.62,7.06,142.56,285.12,RS,6102,00,0.18,51.32,0.0165,4.7,0.076,21.67,245.0,40.12
10638,2992,280,1.0,3437.12,273.4,3163.72,3163.72,GO,6102,00,0.17,537.83,0.0165,52.2,0.076,240.44,2740.3,423.42
10639,2993,64,2.0,7093.72,394.75,6698.97,13397.94,BA,6102,20,0.18,2411.63,0.0165,221.07,0.076,1018.24,8676.88,4721.06
10640,2993,290,2.0,3831.05,592.04,3239.01,6478.02,BA,6102,00,0.18,1166.04,0.0165,106.89,0.076,492.33,7539.26,-1061.24
10641,2994,197,2.0,911.14,160.21,750.93,1501.86,AM,6102,00,0.18,270.33,0.0165,24.78,0.076,114.14,1561.5,-59.64
10642,2994,137,2.0,1272.81,202.0,1070.81,2141.62,AM,6102,20,0.18,385.49,0.0165,35.34,0.076,162.76,1874.02,267.6
10643,2995,285,1.0,2276.28,198.46,2077.82,2077.82,SP,5102,00,0.18,374.01,0.0165,34.28,0.076,157.91,1713.74,364.08
10644,2996,58,1.0,708.91,52.6,656.31,656.31,RJ,5102,20,0.2,131.26,0.0165,10.83,0.076,49.88,532.11,124.2
10645,2996,100,3.0,303.29,49.57,253.72,761.16,RJ,5102,00,0.2,152.23,0.0165,12.56,0.076,57.85,773.85,-12.69
10646,2996,178,1.0,570.11,18.08,552.03,552.03,RJ,5102,20,0.2,110.41,0.0165,9.11,0.076,41.95,480.56,71.47
10647,2996,36,1.0,1303.75,141.65,1162.1,1162.1,RJ,5102,00,0.2,232.42,0.0165,19.17,0.076,88.32,1123.75,38.35
10648,2996,50,1.0,2889.39,436.22,2453.17,2453.17,RJ,5102,00,0.2,490.63,0.0165,40.48,0.076,186.44,2013.34,439.83
10649,2996,228,2.0,2222.41,433.91,1788.5,3577.0,RJ,6102,00,0.2,715.4,0.0165,59.02,0.076,271.85,3498.04,78.96
10650,2997,42,2.0,5662.19,879.56,4782.63,9565.26,PR,6102,00,0.19,1817.4,0.0165,157.83,0.076,726.96,7784.68,1780.58
10651,2997,62,3.0,844.62,152.12,692.5,2077.5,PR,6102,40,0.19,394.72,0.0165,34.28,0.076,157.89,2059.86,17.64
10652,2997,268,1.0,3914.19,1.91,3912.28,3912.28,PR,6102,00,0.19,743.33,0.0165,64.55,0.076,297.33,2528.31,1383.97
10653,2997,29,2.0,3560.81,584.49,2976.32,5952.64,PR,6102,00,0.19,1131.0,0.0165,98.22,0.076,452.4,5121.58,831.06
10654,2997,189,2.0,5216.17,761.11,4455.06,8910.12,PR,6102,60,0.19,1692.92,0.0165,147.02,0.076,677.17,8061.26,848.86
10655,2997,207,1.0,5051.94,774.69,4277.25,4277.25,PR,6102,60,0.19,812.68,0.0165,70.57,0.076,325.07,4272.41,4.84
10656,2998,27,4.0,651.57,3.21,648.36,2593.44,DF,6102,00,0.18,466.82,0.0165,42.79,0.076,197.1,1677.92,915.52
10657,2999,164,2.0,4645.5,667.1,3978.4,7956.8,SP,6102,00,0.18,1432.22,0.0165,131.29,0.076,604.72,7223.3,733.5
10658,2999,124,4.0,445.84,65.55,380.29,1521.16,SP,6102,00,0.18,273.81,0.0165,25.1,0.076,115.61,1244.08,277.08
10659,2999,132,2.0,186.94,9.33,177.61,355.22,SP,6102,60,0.18,63.94,0.0165,5.86,0.076,27.0,276.62,78.6
10660,2999,98,1.0,3404.87,525.92,2878.95,2878.95,SP,5102,00,0.18,518.21,0.0165,47.5,0.076,218.8,2603.68,275.27
10661,3000,17,2.0,1000.27,129.91,870.36,1740.72,PE,6102,20,0.18,313.33,0.0165,28.72,0.076,132.29,1224.74,515.98
10662,3000,151,1.0,5255.75,10.36,5245.39,5245.39,PE,6102,00,0.18,944.17,0.0165,86.55,0.076,398.65,3676.35,1569.04
10663,3000,4,1.0,629.62,110.81,518.81,518.81,PE,6102,00,0.18,93.39,0.0165,8.56,0.076,39.43,509.07,9.74
10664,3000,127,2.0,5062.1,782.63,4279.47,8558.94,PE,6102,00,0.18,1540.61,0.0165,141.22,0.076,650.48,7416.94,1142.0
10665,3000,125,1.0,3232.37,265.1,2967.27,2967.27,PE,6102,00,0.18,534.11,0.0165,48.96,0.076,225.51,2451.91,515.36
10666,3000,183,1.0,461.17,55.32,405.85,405.85,PE,6102,00,0.18,73.05,0.0165,6.7,0.076,30.84,398.36,7.49
10667,3001,181,1.0,507.96,52.68,455.28,455.28,MT,6102,00,0.17,77.4,0.0165,7.51,0.076,34.6,390.24,65.04
10668,3001,227,2.0,4498.53,796.32,3702.21,7404.42,MT,6102,40,0.17,1258.75,0.0165,122.17,0.076,562.74,7468.32,-63.9
10669,3001,264,1.0,2608.44,32.67,2575.77,2575.77,MT,6102,00,0.17,437.88,0.0165,42.5,0.076,195.76,2083.7,492.07
10670,3001,154,2.0,1219.64,89.58,1130.06,2260.12,MT,6102,60,0.17,384.22,0.0165,37.29,0.076,171.77,1889.36,370.76
10671,3002,180,-1.0,2812.6,237.6,2575.0,-2575.0,PE,6102,00,0.18,-463.5,0.0165,-42.49,0.076,-195.7,-2094.12,-480.88
10672,3002,156,-1.0,926.4,23.33,903.07,-903.07,PE,6102,20,0.18,-162.55,0.0165,-14.9,0.076,-68.63,-667.34,-235.73
10673,3002,147,-1.0,8211.68,473.62,7738.06,-7738.06,PE,6102,00,0.18,-1392.85,0.0165,-127.68,0.076,-588.09,-5904.77,-1833.29
10674,3003,180,2.0,2551.78,417.16,2134.62,4269.24,PE,6102,00,0.18,768.46,0.0165,70.44,0.076,324.46,4188.24,81.0
10675,3004,53,1.0,6087.08,635.65,5451.43,5451.43,ES,6102,00,0.17,926.74,0.0165,89.95,0.076,414.31,5376.37,75.06
10676,3005,10,4.0,180.21,30.75,149.46,597.84,SP,5102,00,0.18,107.61,0.0165,9.86,0.076,45.44,687.12,-89.28
10677,3005,48,1.0,8629.72,35.37,8594.35,8594.35,SP,5102,00,0.18,1546.98,0.0165,141.81,0.076,653.17,5690.45,2903.9
10678,3005,52,1.0,1295.76,95.72,1200.04,1200.04,SP,5102,20,0.18,216.01,0.0165,19.8,0.076,91.2,918.32,281.72
10679,3005,184,1.0,7162.67,1221.09,5941.58,5941.58,SP,5102,00,0.18,1069.48,0.0165,98.04,0.076,451.56,5899.66,41.92
10680,3005,33,1.0,5760.8,1996.4,3764.4,3764.4,SP,6102,00,0.18,677.59,0.0165,62.11,0.076,286.09,4093.81,-329.41
10681,3005,107,2.0,264.49,13.44,251.05,502.1,SP,5102,00,0.18,90.38,0.0165,8.28,0.076,38.16,421.3,80.8
10682,3006,32,1.0,156.95,3.24,153.71,153.71,RS,6102,00,0.18,27.67,0.0165,2.54,0.076,11.68,105.85,47.86
10683,3006,47,3.0,525.84,5.78,520.06,1560.18,RS,6102,60,0.18,280.83,0.0165,25.74,0.076,118.57,1269.69,290.49
10684,3006,193,1.0,2730.83,269.3,2461.53,2461.53,RS,6102,00,0.18,443.08,0.0165,40.62,0.076,187.08,2310.94,150.59
10685,3006,120,2.0,837.08,129.3,707.78,1415.56,RS,6102,60,0.18,254.8,0.0165,23.36,0.076,107.58,1114.06,301.5
10686,3007,244,2.0,369.07,64.8,304.27,608.54,PR,6102,00,0.19,115.62,0.0165,10.04,0.076,46.25,696.84,-88.3
10687,3007,221,1.0,4903.9,657.5,4246.4,4246.4,PR,6102,00,0.19,806.82,0.0165,70.07,0.076,322.73,4124.3,122.1
10688,3007,75,1.0,2875.1,15.7,2859.4,2859.4,PR,6102,00,0.19,543.29,0.0165,47.18,0.076,217.31,2069.31,790.09
10689,3007,24,1.0,1243.84,162.16,1081.68,1081.68,PR,6102,60,0.19,205.52,0.0165,17.85,0.076,82.21,978.28,103.4
10690,3007,289,1.0,255.44,12.35,243.09,243.09,PR,6102,00,0.19,46.19,0.0165,4.01,0.076,18.47,217.54,25.55
10691,3007,40,2.0,154.96,18.96,136.0,272.0,PR,6102,00,0.19,51.68,0.0165,4.49,0.076,20.67,245.0,27.0
10692,3008,205,1.0,2063.37,220.46,1842.91,1842.91,CE,6102,20,0.18,331.72,0.0165,30.41,0.076,140.06,1459.7,383.21
10693,3008,176,2.0,1798.5,57.68,1740.82,3481.64,CE,6102,00,0.18,626.7,0.0165,57.45,0.076,264.6,3364.8,116.84
10694,3008,247,1.0,878.18,88.24,789.94,789.94,CE,6102,00,0.18,142.19,0.0165,13.03,0.076,60.04,627.06,162.88
10695,3008,166,4.0,258.39,60.31,198.08,792.32,CE,6102,00,0.18,142.62,0.0165,13.07,0.076,60.22,853.16,-60.84
10696,3008,3,1.0,2925.29,150.6,2774.69,2774.69,CE,6102,20,0.18,499.44,0.0165,45.78,0.076,210.88,2318.84,455.85
10697,3008,47,2.0,459.23,35.42,423.81,847.62,CE,6102,00,0.18,152.57,0.0165,13.99,0.076,64.42,846.46,1.16
10698,3009,250,3.0,251.94,24.52,227.42,682.26,RS,6102,00,0.18,122.81,0.0165,11.26,0.076,51.85,733.32,-51.06
10699,3009,181,1.0,474.35,18.96,455.39,455.39,RS,6102,00,0.18,81.97,0.0165,7.51,0.076,34.61,390.24,65.15
10700,3009,231,1.0,5322.29,597.9,4724.39,4724.39,RS,6102,00,0.18,850.39,0.0165,77.95,0.076,359.05,3762.74,961.65
10701,3010,190,2.0,4892.06,783.19,4108.87,8217.74,PR,6102,00,0.19,1561.37,0.0165,135.59,0.076,624.55,7463.12,754.62
10702,3010,295,2.0,2271.78,24.73,2247.05,4494.1,PR,6102,00,0.19,853.88,0.0165,74.15,0.076,341.55,3028.96,1465.14
10703,3010,25,2.0,6651.63,330.93,6320.7,12641.4,PR,6102,00,0.19,2401.87,0.0165,208.58,0.076,960.75,9276.84,3364.56
10704,3010,25,1.0,6882.79,1443.39,5439.4,5439.4,PR,6102,00,0.19,1033.49,0.0165,89.75,0.076,413.39,4638.42,800.98
10705,3010,218,2.0,1217.62,20.41,1197.21,2394.42,PR,6102,00,0.19,454.94,0.0165,39.51,0.076,181.98,2097.2,297.22
10706,3011,13,1.0,1114.6,123.22,991.38,991.38,CE,6102,00,0.18,178.45,0.0165,16.36,0.076,75.34,773.98,217.4
10707,3011,34,2.0,962.44,28.4,934.04,1868.08,CE,6102,20,0.18,336.25,0.0165,30.82,0.076,141.97,1440.56,427.52
10708,3012,218,2.0,1193.81,16.61,1177.2,2354.4,ES,5102,00,0.17,400.25,0.0165,38.85,0.076,178.93,2097.2,257.2
10709,3012,228,1.0,2010.44,133.23,1877.21,1877.21,ES,6102,60,0.17,319.13,0.0165,30.97,0.076,142.67,1749.02,128.19
10710,3012,254,2.0,6909.26,882.25,6027.01,12054.02,ES,5102,00,0.0,0.0,0.0165,198.89,0.076,916.11,13087.76,-1033.74
10711,3012,73,1.0,3872.89,66.65,3806.24,3806.24,ES,5102,00,0.17,647.06,0.0165,62.8,0.076,289.27,2673.38,1132.86
10712,3012,202,3.0,537.55,28.79,508.76,1526.28,ES,5102,00,0.17,259.47,0.0165,25.18,0.076,116.0,1148.34,377.94
10713,3013,68,1.0,6348.92,865.68,5483.24,5483.24,AM,6102,00,0.18,986.98,0.0165,90.47,0.076,416.73,4357.71,1125.53
10714,3013,298,1.0,5830.26,999.24,4831.02,4831.02,AM,6102,00,0.18,869.58,0.0165,79.71,0.076,367.16,3713.15,1117.87
10715,3013,202,2.0,616.8,91.48,525.32,1050.64,AM,6102,20,0.18,189.12,0.0165,17.34,0.076,79.85,765.56,285.08
10716,3013,231,2.0,5136.85,626.72,4510.13,9020.26,AM,6102,00,0.18,1623.65,0.0165,148.83,0.076,685.54,7525.48,1494.78
10717,3013,199,2.0,2627.18,315.18,2312.0,4624.0,AM,6102,00,0.18,832.32,0.0165,76.3,0.076,351.42,3940.64,683.36
10718,3014,296,0.0,768.34,17.81,750.53,0.0,CE,6102,00,0.18,0.0,0.0165,0.0,0.076,0.0,0.0,0.0
10719,3014,82,0.0,573.53,50.21,523.32,0.0,CE,6102,40,0.18,0.0,0.0165,0.0,0.076,0.0,0.0,0.0
10720,3014,229,0.0,2344.7,84.54,2260.16,0.0,CE,6102,00,0.18,0.0,0.0165,0.0,0.076,0.0,0.0,0.0
10721,3014,290,0.0,4340.42,612.06,3728.36,0.0,CE,6102,00,0.18,0.0,0.0165,0.0,0.076,0.0,0.0,0.0
10722,3015,64,2.0,6575.47,989.01,5586.46,11172.92,SP,5102,00,0.18,2011.13,0.0165,184.35,0.076,849.14,8676.88,2496.04
10723,3015,117,2.0,3429.54,535.52,2894.02,5788.04,SP,6102,00,0.18,1041.85,0.0165,95.5,0.076,439.89,4634.5,1153.54
10724,3015,212,2.0,1626.23,154.68,1471.55,2943.1,SP,5102,00,0.18,529.76,0.0165,48.56,0.076,223.68,2147.34,795.76
10725,3015,122,1.0,407.76,28.35,379.41,379.41,SP,6102,00,0.18,68.29,0.0165,6.26,0.076,28.84,273.63,105.78
10726,3016,211,2.0,1751.25,66.1,1685.15,3370.3,SP,6102,20,0.18,606.65,0.0165,55.61,0.076,256.14,2619.9,750.4
10727,3016,61,1.0,1421.79,40.06,1381.73,1381.73,SP,5102,20,0.18,248.71,0.0165,22.8,0.076,105.01,1017.91,363.82
10728,3016,23,3.0,555.44,4.33,551.11,1653.33,SP,5102,00,0.18,297.6,0.0165,27.28,0.076,125.65,1141.11,512.22
10729,3017,18,1.0,1683.38,51.47,1631.91,1631.91,BA,6102,40,0.18,293.74,0.0165,26.93,0.076,124.03,1477.77,154.14
10730,3017,57,4.0,936.6,47.34,889.26,3557.04,BA,6102,20,0.18,640.27,0.0165,58.69,0.076,270.34,2977.76,579.28
10731,3017,246,4.0,1024.16,9.35,1014.81,4059.24,BA,6102,00,0.0,0.0,0.0165,66.98,0.076,308.5,3309.56,749.68
10732,3017,203,3.0,286.36,36.91,249.45,748.35,BA,6102,00,0.18,134.7,0.0165,12.35,0.076,56.87,707.55,40.8
10733,3017,101,3.0,1086.17,64.64,1021.53,3064.59,BA,6102,20,0.18,551.63,0.0165,50.57,0.076,232.91,2450.28,614.31
10734,3018,202,4.0,553.84,94.35,459.49,1837.96,SP,5102,00,0.18,330.83,0.0165,30.33,0.076,139.68,1531.12,306.84
10735,3018,148,1.0,549.31,69.29,480.02,480.02,SP,5102,00,0.18,86.4,0.0165,7.92,0.076,36.48,474.81,5.21
10736,3018,53,1.0,6324.16,107.85,6216.31,6216.31,SP,6102,00,0.18,1118.94,0.0165,102.57,0.076,472.44,5376.37,839.94
10737,3018,236,1.0,5976.7,54.21,5922.49,5922.49,SP,5102,00,0.18,1066.05,0.0165,97.72,0.076,450.11,5276.34,646.15
10738,3019,12,1.0,569.15,95.42,473.73,473.73,ES,5102,20,0.17,80.53,0.0165,7.82,0.076,36.0,429.86,43.87
10739,3019,33,1.0,5322.82,182.39,5140.43,5140.43,ES,5102,60,0.17,873.87,0.0165,84.82,0.076,390.67,4093.81,1046.62
10740,3019,78,2.0,220.16,30.0,190.16,380.32,ES,5102,00,0.17,64.65,0.0165,6.28,0.076,28.9,279.32,101.0
10741,3020,186,1.0,832.17,100.64,731.53,731.53,MS,6102,20,0.17,124.36,0.0165,12.07,0.076,55.6,776.17,-44.64
10742,3020,107,2.0,224.95,19.09,205.86,411.72,MS,6102,00,0.17,69.99,0.0165,6.79,0.076,31.29,421.3,-9.58
10743,3020,109,2.0,5429.64,511.83,4917.81,9835.62,MS,6102,20,0.17,1672.06,0.0165,162.29,0.076,747.51,6796.38,3039.24
10744,3021,162,3.0,385.59,52.35,333.24,999.72,BA,6102,40,0.18,179.95,0.0165,16.5,0.076,75.98,859.17,140.55
10745,3021,251,2.0,1591.3,138.79,1452.51,2905.02,BA,6102,00,0.18,522.9,0.0165,47.93,0.076,220.78,2406.12,498.9
10746,3021,99,1.0,4104.2,453.46,3650.74,3650.74,BA,6102,00,0.18,657.13,0.0165,60.24,0.076,277.46,2942.97,707.77
10747,3021,117,2.0,3582.64,219.33,3363.31,6726.62,BA,6102,40,0.18,1210.79,0.0165,110.99,0.076,511.22,4634.5,2092.12
10748,3021,12,4.0,591.4,49.99,541.41,2165.64,BA,6102,00,0.18,389.82,0.0165,35.73,0.076,164.59,1719.44,446.2
10749,3021,287,1.0,3047.0,111.39,2935.61,2935.61,BA,6102,60,0.18,528.41,0.0165,48.44,0.076,223.11,2219.87,715.74
10750,3022,254,1.0,7064.62,963.16,6101.46,6101.46,CE,6102,40,0.18,1098.26,0.0165,100.67,0.076,463.71,6543.88,-442.42
10751,3023,113,0.0,3283.1,194.83,3088.27,0.0,RJ,5102,00,0.0,0.0,0.0165,0.0,0.076,0.0,0.0,0.0
10752,3023,255,0.0,4044.48,182.06,3862.42,0.0,RJ,6102,60,0.2,0.0,0.0165,0.0,0.076,0.0,0.0,0.0
10753,3023,10,0.0,187.77,16.37,171.4,0.0,RJ,6102,00,0.2,0.0,0.0165,0.0,0.076,0.0,0.0,0.0
10754,3023,22,0.0,8025.99,2271.49,5754.5,0.0,RJ,5102,00,0.2,0.0,0.0165,0.0,0.076,0.0,0.0,0.0
10755,3023,165,0.0,2388.54,281.76,2106.78,0.0,RJ,5102,00,0.2,0.0,0.0165,0.0,0.076,0.0,0.0,0.0
10756,3024,168,1.0,6738.72,295.16,6443.56,6443.56,SP,5102,40,0.18,1159.84,0.0165,106.32,0.076,489.71,5106.93,1336.63
10757,3024,39,2.0,8853.92,928.93,7924.99,15849.98,SP,5102,00,0.18,2853.0,0.0165,261.52,0.076,1204.6,12194.46,3655.52
10758,3024,154,1.0,1308.99,0.49,1308.5,1308.5,SP,6102,60,0.18,235.53,0.0165,21.59,0.076,99.45,944.68,363.82
10759,3025,42,1.0,6040.45,1010.29,5030.16,5030.16,CE,6102,40,0.18,905.43,0.0165,83.0,0.076,382.29,3892.34,1137.82
10760,3025,137,1.0,1242.34,51.94,1190.4,1190.4,CE,6102,00,0.18,214.27,0.0165,19.64,0.076,90.47,937.01,253.39
10761,3025,145,3.0,405.63,61.4,344.23,1032.69,CE,6102,00,0.18,185.88,0.0165,17.04,0.076,78.48,810.09,222.6
10762,3026,63,1.0,2243.8,19.66,2224.14,2224.14,ES,5102,00,0.17,378.1,0.0165,36.7,0.076,169.03,1365.64,858.5
